tf	experiment_type	dataset
SOX15	AFS-LYS	YWK_D_AffSeq_D9_SOX15
SOX15	HTS-LYS	YWN_A_AA40NAGTGGT
SOX15	HTS-LYS	YWO_A_AA40NAGTGGT
SOX15	AFS-LYS	YWO_B_AffSeq_A3_SOX15
SOX2	PBM	PBM14362
SOX2	PBM	PBM14378
SOX2	SMS	SRR3405086
SOX2	CHS	THC_0714
SOX2	CHS	THC_0810
SOX2	HTS-IVT	YWE_A_GT40NGCGTGT
SOX2	AFS-IVT	YWE_B_AffSeq_F11_SOX2
SOX2	HTS-IVT	YWH_A_GT40NGCGTGT
SOX2	AFS-IVT	YWH_B_AffSeq_F11_SOX2
SOX2	HTS-LYS	YWL_A_TA40NGAGGGT
SOX2	AFS-LYS	YWL_B_AffSeq_G5_SOX2
SOX2	HTS-LYS	YWN_A_CA40NTGCCGT
SOX2	AFS-LYS	YWN_B_AffSeq_C2_SOX2
SOX2	HTS-LYS	YWO_A_CA40NTGCCGT
SOX2	AFS-LYS	YWO_B_AffSeq_C2_SOX2
SOX5	PBM	PBM14434
SOX5	PBM	PBM14450
SOX5	SMS	SRR3405087
SOX5	HTS-IVT	YWF_A_TC40NTAAGTG
SP100	CHS	THC_0713
SP100	CHS	THC_0809
SP100	SMS	UT380-198-2
SP100	HTS-GFPIVT	YWP_A_CT40NTTGCGC
SP100	AFS-GFPIVT	YWP_B_AffSeq_D6_SP100-DBD
SP140	PBM	PBM13762
SP140	PBM	PBM13778
SP140	PBM	PBM13957
SP140	PBM	PBM13973
SP140	CHS	THC_0193
SP140	SMS	UT380-202-2
SP140	HTS-GFPIVT	YWQ_A_TA40NTCACTC
SP140	HTS-GFPIVT	YWQ_A_TC40NTAAGTG
SP140	AFS-GFPIVT	YWQ_B_AffSeq_G2_SP140-DBD
SP140L	HTS-LYS	YWN_A_GT40NTTGGTG
SP140L	HTS-LYS	YWO_A_GT40NTTGGTG
SP140L	AFS-GFPIVT	YWP_B_AffSeq_H5_SP140L-FL
SP140L	PBM	PBM13763
SP140L	PBM	PBM13779
SP140L	CHS	THC_0072
SP140L	CHS	THC_0090
SP140L	SMS	UT380-204-2
SP140L	HTS-IVT	YWC_B_GT40NTGTGGA
SP140L	HTS-IVT	YWJ_A_CC40NCCAATA
SP140L	HTS-GFPIVT	YWP_A_GT40NGTTCTC
SP140L	HTS-GFPIVT	YWP_A_TG40NGACCTT
SP140L	AFS-GFPIVT	YWP_B_AffSeq_F6_SP140L-DBD
SRY	PBM	PBM14302
SRY	PBM	PBM14318
SRY	SMS	SRR3405090
SRY	SMS	SRR3405091
SRY	CHS	THC_0529
SRY	CHS	THC_0625
SRY	HTS-IVT	YWF_A_CT40NTACGTT
SRY	AFS-IVT	YWF_B_AffSeq_D11_SRY
SRY	HTS-IVT	YWI_A_CT40NTACGTT
SRY	AFS-IVT	YWI_B_AffSeq_D11_SRY
SRY	HTS-LYS	YWL_A_CC40NCCAATA
SRY	HTS-LYS	YWN_A_AC40NGTTCGA
SRY	HTS-LYS	YWO_A_AC40NGTTCGA
TCF20	PBM	PBM13756
TCF20	PBM	PBM13772
TERF1	PBM	PBM13881
TERF1	PBM	PBM13882
TERF1	PBM	PBM13898
TERF1	CHS	THC_0711
TERF1	CHS	THC_0807
TERF1	HTS-LYS	YWN_A_CA40NAGCGTA
TERF1	AFS-LYS	YWN_B_AffSeq_C3_TERF1-FL
TERF1	HTS-LYS	YWO_A_CA40NAGCGTA
TERF1	AFS-LYS	YWO_B_AffSeq_C3_TERF1-FL
TET3	PBM	PBM13923
TET3	PBM	PBM13939
TET3	CHS	THC_0703
TET3	CHS	THC_0799
TET3	SMS	UT380-212-2
TET3	HTS-IVT	YWC_B_CT40NCGGAGA
TET3	HTS-GFPIVT	YWM_A_CT40NTACGTT
TET3	AFS-GFPIVT	YWM_B_AffSeq_D11_TET3-DBD
TET3	HTS-LYS	YWN_A_TC40NGTTTTG
TET3	AFS-LYS	YWN_B_AffSeq_H2_TET3
TET3	HTS-LYS	YWO_A_TC40NGTTTTG
TET3	AFS-LYS	YWO_B_AffSeq_H2_TET3
TFE3	SMS	SRR3405093
TFE3	SMS	SRR3405094
TIGD3	PBM	PBM13917
TIGD3	PBM	PBM13699
TIGD3	PBM	PBM13715
TIGD3	PBM	PBM13933
TIGD3	PBM	PBM14311
TIGD3	CHS	THC_0104
TIGD3	CHS	THC_0146
TIGD3	CHS	THC_0282
TIGD3	SMS	UT380-225
TIGD3	HTS-LYS	YWN_A_GC40NCACTTC
TIGD3	AFS-LYS	YWN_B_AffSeq_E11_TIGD3-FL
TIGD3	HTS-LYS	YWO_A_GC40NCACTTC
TIGD3	AFS-LYS	YWO_B_AffSeq_E11_TIGD3-FL
TIGD3	HTS-GFPIVT	YWQ_A_AA40NAGTGGT
TIGD5	CHS	THC_0071
TIGD5	CHS	THC_0113
TIGD4	SMS	UT380-226
TIGD4	SMS	UT380-226-2
TIGD4	SMS	UT380-227
TIGD4	HTS-IVT	YWF_A_AT40NGAGAGG
TIGD4	HTS-GFPIVT	YWM_A_GC40NCACTTC
TIGD4	AFS-GFPIVT	YWM_B_AffSeq_E11_TIGD4-DBD
TIGD5	HTS-LYS	YWN_A_GC40NATTTGC
TIGD5	AFS-LYS	YWN_B_AffSeq_E10_TIGD4
TIGD5	HTS-LYS	YWO_A_GC40NATTTGC
TIGD5	AFS-LYS	YWO_B_AffSeq_E10_TIGD4
TIGD4	HTS-GFPIVT	YWQ_A_CT40NTGTCTG
TIGD5	SMS	UT380-228
TIGD5	SMS	UT380-229
TIGD5	HTS-IVT	YWI_A_TT40NTAGCAG
TIGD5	AFS-IVT	YWI_B_AffSeq_H11_TIGD5_DBD
TIGD5	HTS-GFPIVT	YWM_A_GT40NGCGTGT
TIGD5	AFS-GFPIVT	YWM_B_AffSeq_F11_TIGD5-DBD
TIGD4	HTS-LYS	YWN_A_GT40NGCGTGT
TIGD4	AFS-LYS	YWN_B_AffSeq_F11_TIGD5-FL
TIGD4	HTS-LYS	YWO_A_GT40NGCGTGT
TIGD4	AFS-LYS	YWO_B_AffSeq_F11_TIGD5-FL
TIGD5	HTS-GFPIVT	YWQ_A_CT40NGTTGGG
TIGD5	AFS-GFPIVT	YWQ_B_AffSeq_D10_TIGD5-FL
TIGD7	PBM	PBM13701
TIGD7	PBM	PBM13717
TIGD7	PBM	PBM13919
TIGD7	PBM	PBM13935
TIGD7	SMS	UT380-230-2
TIGD7	HTS-IVT	YWC_B_TA40NAGGCTT
TIGD7	HTS-GFPIVT	YWP_A_TC40NGCGATT
TIGD7	AFS-GFPIVT	YWP_B_AffSeq_G8_TIGD7-FL
TIGD7	HTS-GFPIVT	YWQ_A_TC40NTGCATA
TIGD7	AFS-GFPIVT	YWQ_B_AffSeq_G7_TIGD7-DBD
TPRX1	PBM	PBM13944
TPRX1	PBM	PBM13659
TPRX1	PBM	PBM13675
TPRX1	CHS	THC_0336.Rep-DIANA_0293
TPRX1	CHS	THC_0336.Rep-MICHELLE_0314
TPRX1	CHS	THC_0391.Rep-DIANA_0293
TPRX1	CHS	THC_0391.Rep-MICHELLE_0314
TPRX1	SMS	UT380-233-1
TPRX1	SMS	UT380-233-2
TPRX1	HTS-IVT	YWC_B_TG40NGACCTT
TPRX1	HTS-LYS	YWL_A_CT40NCGGAGA
TPRX1	AFS-LYS	YWL_B_AffSeq_D4_TPRX1
TPRX1	HTS-GFPIVT	YWM_A_TC40NACGGGA
TPRX1	AFS-GFPIVT	YWM_B_AffSeq_G11_TPRX1-DBD
TPRX1	HTS-GFPIVT	YWP_A_AG40NTGGCTA
TPRX1	AFS-GFPIVT	YWP_B_AffSeq_B4_TPRX1-FL
TSHZ2	HTS-IVT	YWH_A_AG40NCTTTTC
TSHZ2	AFS-IVT	YWH_B_AffSeq_B06_TSHZ2_DBD_2
MYRFL	AFS-LYS	YWO_B_AffSeq_D5_TTF1
TTF1	HTS-GFPIVT	YWP_A_GG40NCGTAGT
MYRFL	CHS	THC_0520
MYRFL	CHS	THC_0616
MYRFL	HTS-LYS	YWN_A_CT40NTCTAGT
MYRFL	AFS-LYS	YWN_B_AffSeq_D5_TTF1
MYRFL	HTS-LYS	YWO_A_CT40NTCTAGT
USF3	PBM	PBM13832
USF3	PBM	PBM13848
USF3	CHS	THC_0661
USF3	CHS	THC_0757
USF3	SMS	UT380-241
USF3	HTS-IVT	YWC_B_CG40NACGGTT
USF3	HTS-LYS	YWL_A_TC40NAATCTC
USF3	AFS-LYS	YWL_B_AffSeq_G10_USF3
USF3	HTS-GFPIVT	YWP_A_GT40NTTGGTG
USF3	AFS-GFPIVT	YWP_B_AffSeq_F9_USF3-DBD
VDR	PBM	PBM14334
VDR	PBM	PBM14350
VDR	SMS	SRR3405095
VDR	CHS	THC_0716
VDR	CHS	THC_0812
VDR	HTS-IVT	YWE_A_AT40NCCTTGG
VDR	AFS-IVT	YWE_B_AffSeq_B12_VDR
VDR	HTS-IVT	YWH_A_AT40NCCTTGG
VDR	AFS-IVT	YWH_B_AffSeq_B12_VDR
VDR	HTS-LYS	YWK_A_GT40NTTGGTG
VDR	AFS-LYS	YWK_B_AffSeq_F9_VDR
VDR	HTS-LYS	YWK_C_GT40NTTGGTG
VDR	AFS-LYS	YWK_D_AffSeq_F9_VDR
YY1	PBM	PBM14342
YY1	PBM	PBM14358
YY1	SMS	SRR3405097
YY1	SMS	SRR3405098
YY1	CHS	THC_0080
YY1	CHS	THC_0177
YY1	CHS	THC_0253
YY1	CHS	THC_0261
YY1	CHS	THC_0305.Rep-DIANA_0293
YY1	CHS	THC_0305.Rep-MICHELLE_0314
YY1	CHS	THC_0449.Rep-DIANA_0293
YY1	CHS	THC_0449.Rep-MICHELLE_0314
YY1	CHS	THC_0531
YY1	CHS	THC_0544
YY1	CHS	THC_0627
YY1	CHS	THC_0831
YY1	CHS	THC_0878
YY1	HTS-LYS	YWG_A_CG40NACGGTT
YY1	HTS-LYS	YWG_A_CT40NTGTCTG
YY1	HTS-LYS	YWK_A_GG40NGTGAGA
YY1	AFS-LYS	YWK_B_AffSeq_E12_YY1
YY1	HTS-LYS	YWK_C_GG40NGTGAGA
YY1	AFS-LYS	YWK_D_AffSeq_E12_YY1
YY1	HTS-LYS	YWL_A_GC40NCTTGTA
YY1	AFS-LYS	YWL_B_AffSeq_E8_YY1
ZBED2	PBM	PBM13693
ZBED2	PBM	PBM13709
ZBED2	CHS	THC_0101
ZBED2	CHS	THC_0902
ZBED2	SMS	UT380-242
ZBED2	SMS	UT380-242-2
ZBED2	HTS-GFPIVT	YWM_A_TT40NTAGCAG
ZBED2	AFS-GFPIVT	YWM_B_AffSeq_H11_ZBED2-FL
ZBED2	HTS-LYS	YWN_A_TC40NACGGGA
ZBED2	AFS-LYS	YWN_B_AffSeq_G11_ZBED2-FL
ZBED2	HTS-LYS	YWO_A_TC40NACGGGA
ZBED2	AFS-LYS	YWO_B_AffSeq_G11_ZBED2-FL
ZBED4	PBM	PBM13842
ZBED4	PBM	PBM13826
ZBED4	PBM	PBM13975
ZBED4	SMS	UT380-244
ZBED4	HTS-LYS	YWK_A_CG40NTCTTGA
ZBED4	AFS-LYS	YWK_B_AffSeq_D3_ZBED4
ZBED4	HTS-LYS	YWK_C_CG40NTCTTGA
ZBED4	AFS-LYS	YWK_D_AffSeq_D3_ZBED4
ZBED4	AFS-GFPIVT	YWM_B_AffSeq_B12_ZBED4-DBD
ZBED5	SMS	UT380-245-2
ZBED5	SMS	UT380-245-3
ZBED5	HTS-LYS	YWN_A_AA40NTATCGC
ZBED5	AFS-LYS	YWO_B_AffSeq_A1_ZBED5-FL
ZBED5	HTS-GFPIVT	YWQ_A_CG40NGTTATT
ZBED5	PBM	PBM13695
ZBED5	PBM	PBM13711
ZBED5	CHS	THC_0081
ZBED5	CHS	THC_0278
ZBED5	HTS-IVT	YWC_A_GA40NTGTATC
ZBED5	HTS-GFPIVT	YWM_A_CG40NAATAGC
ZBED5	AFS-GFPIVT	YWM_B_AffSeq_C12_ZBED5-DBD
ZBED5	HTS-LYS	YWO_A_AA40NTATCGC
ZBED9	PBM	PBM13696
ZBED9	PBM	PBM13712
ZBED9	CHS	THC_0073
ZBED9	CHS	THC_0116
ZBED9	HTS-LYS	YWD_A_GA40NCTGATT
ZBED9	AFS-LYS	YWD_B_AffSeq_E01_ZBED9
ZBTB24	HTS-GFPIVT	YWQ_A_GC40NTCTCTT
ZBTB24	AFS-GFPIVT	YWQ_B_AffSeq_E7_ZBTB24-FL
ZBTB40	CHS	THC_0149
ZBTB40	CHS	THC_0159
ZBTB40	AFS-LYS	YWD_B_AffSeq_G01_ZBTB40
ZBTB40	HTS-GFPIVT	YWQ_A_GT40NCATTCT
ZBTB40	AFS-GFPIVT	YWQ_B_AffSeq_F10_ZBTB40-DBD
ZBTB41	CHS	THC_0079
ZBTB41	CHS	THC_0155
ZBTB41	HTS-GFPIVT	YWQ_A_AC40NGCTGCT
ZBTB41	AFS-GFPIVT	YWQ_B_AffSeq_A9_ZBTB41-DBD
ZBTB47	CHS	THC_0074
ZBTB47	CHS	THC_0114
ZBTB47	HTS-LYS	YWN_A_AC40NTCCTTG
ZBTB47	AFS-LYS	YWN_B_AffSeq_A12_ZBTB47-FL
ZBTB47	HTS-LYS	YWO_A_AC40NTCCTTG
ZBTB47	AFS-LYS	YWO_B_AffSeq_A12_ZBTB47-FL
ZBTB47	HTS-GFPIVT	YWP_A_GT40NTGTGGA
ZBTB47	AFS-GFPIVT	YWP_B_AffSeq_F7_ZBTB47-FL
ZBTB47	HTS-GFPIVT	YWQ_A_GC40NTATAGG
ZBTB47	AFS-GFPIVT	YWQ_B_AffSeq_E6_ZBTB47-DBD
ZBTB5	SMS	UT380-256
ZBTB5	HTS-GFPIVT	YWQ_A_AT40NGAGAGG
ZBTB5	AFS-GFPIVT	YWQ_B_AffSeq_B7_ZBTB5-DBD
ZBTB8A	CHS	THC_0134
ZBTB8A	CHS	THC_0147
ZBTB8A	CHS	THC_0181
ZBTB8A	SMS	UT380-258
ZBTB8A	HTS-IVT	YWE_A_GG40NGGTTTA
ZBTB8A	HTS-LYS	YWN_A_TT40NTAGCAG
ZBTB8A	AFS-LYS	YWN_B_AffSeq_H11_ZBTB8A-FL
ZBTB8A	HTS-LYS	YWO_A_TT40NTAGCAG
ZBTB8A	AFS-LYS	YWO_B_AffSeq_H11_ZBTB8A-FL
ZBTB8B	CHS	THC_0141
ZBTB8B	SMS	UT380-259
ZBTB8B	HTS-IVT	YWH_A_AC40NGTATGA
ZBTB8B	AFS-IVT	YWH_B_AffSeq_A07_ZBTB8B
ZBTB8B	HTS-LYS	YWN_A_TC40NAATCTC
ZBTB8B	HTS-LYS	YWO_A_TC40NAATCTC
ZFAT	CHS	THC_0330.Rep-DIANA_0293
ZFAT	CHS	THC_0330.Rep-MICHELLE_0314
ZFAT	CHS	THC_0363.Rep-DIANA_0293
ZFAT	CHS	THC_0363.Rep-MICHELLE_0314
ZFAT	SMS	UT380-262-2
ZFAT	HTS-GFPIVT	YWQ_A_AT40NTCTGTC
ZFAT	AFS-GFPIVT	YWQ_B_AffSeq_B10_ZFAT-DBD1
ZFP28	CHS	SI0216
ZFP28	CHS	SI0343
ZFP3	HTS-LYS	AAT_A_GC40NAGAGTT
ZFP3	AFS-LYS	AATA_AffSeq_E5_ZFP3
ZFP3	HTS-IVT	AATB_A_CG40NGTTATT
ZFP3	AFS-IVT	AATBA_AffSeq_D9_ZFP3
ZFP3	CHS	SI0180
ZFP91	SMS	UT380-264
ZFP91	SMS	UT380-264-2
ZFP91	SMS	UT380-265
ZFP91	HTS-GFPIVT	YWQ_A_CA40NCTTTGA
ZFP91	AFS-GFPIVT	YWQ_B_AffSeq_C5_ZFP91-DBD
ZFPM1	SMS	UT380-267
ZFTA	PBM	PBM13825
ZFTA	PBM	PBM13841
ZFTA	CHS	THC_0189
ZFTA	CHS	THC_0197
ZFTA	SMS	UT380-025
ZFTA	AFS-LYS	YWK_B_AffSeq_F2_C11orf95
ZFTA	AFS-LYS	YWK_D_AffSeq_F2_C11orf95
ZFTA	HTS-GFPIVT	YWM_A_AA40NGTGGTC
ZFTA	AFS-GFPIVT	YWM_B_AffSeq_A4_C11orf95-FL
ZGLP1	PBM	PBM13702
ZGLP1	PBM	PBM13718
ZGLP1	PBM	PBM13925
ZGLP1	PBM	PBM13941
ZGLP1	HTS-IVT	YWC_B_AA40NCCAGTG
ZGLP1	HTS-LYS	YWK_A_TA40NGCTGTA
ZGLP1	AFS-LYS	YWK_B_AffSeq_G6_ZGLP1
ZGLP1	HTS-LYS	YWK_C_TA40NGCTGTA
ZGLP1	AFS-LYS	YWK_D_AffSeq_G6_ZGLP1
ZIM3	HTS-LYS	AAT_A_AT40NCGGGTT
ZIM3	AFS-LYS	AATA_AffSeq_B7_ZIM3
ZIM3	CHS	SI0545
ZKSCAN4	AFS-LYS	YWO_B_AffSeq_C1_ZKSCAN4
ZKSCAN4	HTS-IVT	YWF_A_AA40NAGTGGT
ZKSCAN4	HTS-GFPIVT	YWQ_A_AG40NACCATA
ZKSCAN4	HTS-GFPIVT	YWQ_A_GG40NCGTAGT
ZKSCAN4	AFS-GFPIVT	YWQ_B_AffSeq_B2_ZKSCAN4-DBD
ZKSCAN4	AFS-GFPIVT	YWQ_B_AffSeq_F1_ZKSCAN4-FL
ZNF107	SMS	UT380-284-2
ZNF107	CHS	THC_0309.Rep-DIANA_0293
ZNF107	CHS	THC_0309.Rep-MICHELLE_0314
ZNF107	CHS	THC_0370.Rep-DIANA_0293
ZNF107	CHS	THC_0370.Rep-MICHELLE_0314
ZNF107	HTS-GFPIVT	YWP_A_AA40NCCAGTG
ZNF107	HTS-GFPIVT	YWP_A_CG40NACGGTT
ZNF107	AFS-GFPIVT	YWP_B_AffSeq_A5_ZNF107-DBD1
ZNF107	HTS-GFPIVT	YWQ_A_CT40NTTGCGC
ZNF107	AFS-GFPIVT	YWQ_B_AffSeq_D6_ZNF107-DBD2
ZNF121	CHS	SI0218
ZNF121	CHS	SI0266
ZNF131	CHS	THC_0475
ZNF131	CHS	THC_0571
ZNF131	SMS	UT380-287-2
ZNF131	SMS	UT380-288
ZNF131	SMS	UT380-288-2
ZNF131	HTS-IVT	YWH_A_TC40NTGCATA
ZNF131	HTS-LYS	YWL_A_AG40NCTTTTC
ZNF131	AFS-LYS	YWL_B_AffSeq_B6_ZNF131
ZNF131	HTS-GFPIVT	YWP_A_TG40NCCATTT
ZNF131	AFS-GFPIVT	YWP_B_AffSeq_H9_ZNF131-DBD
ZNF131	HTS-GFPIVT	YWQ_A_GA40NGAGCTG
ZNF131	AFS-GFPIVT	YWQ_B_AffSeq_E4_ZNF131-FL
ZNF134	HTS-LYS	AAT_A_AC40NTGTTAC
ZNF134	AFS-LYS	AATA_AffSeq_A7_ZNF134
ZNF134	CHS	SI0427
ZNF14	CHS	THC_0901
ZNF140	CHS	SI0340
ZNF142	CHS	THC_0325.Rep-DIANA_0293
ZNF142	CHS	THC_0325.Rep-MICHELLE_0314
ZNF142	CHS	THC_0379.Rep-DIANA_0293
ZNF142	CHS	THC_0379.Rep-MICHELLE_0314
ZNF142	SMS	UT380-291-2
ZNF142	HTS-GFPIVT	YWP_A_AC40NTGTTAC
ZNF142	HTS-GFPIVT	YWQ_A_AC40NTGTTAC
ZNF142	AFS-GFPIVT	YWQ_B_AffSeq_A11_ZNF142-DBD1
ZNF146	CHS	SI0410
ZNF16	HTS-LYS	AAT_A_TT40NTAGCAG
ZNF16	AFS-LYS	AATA_AffSeq_H7_ZNF16
ZNF160	HTS-GFPIVT	YWP_A_AC40NTCCTTG
ZNF160	AFS-GFPIVT	YWP_B_AffSeq_A12_ZNF160-DBD
ZNF160	HTS-GFPIVT	YWQ_A_CC40NCCAATA
ZNF18	HTS-LYS	AAT_A_GT40NTTGGTG
ZNF18	AFS-LYS	AATA_AffSeq_F5_ZNF18
ZNF18	CHS	SI0563
ZNF20	CHS	THC_0341.Rep-DIANA_0293
ZNF20	CHS	THC_0341.Rep-MICHELLE_0314
ZNF20	CHS	THC_0395.Rep-DIANA_0293
ZNF20	CHS	THC_0395.Rep-MICHELLE_0314
ZNF20	HTS-GFPIVT	YWR_A_AG40NTCGACT
ZNF20	AFS-GFPIVT	YWR_B_AffSeq_B1_ZNF20-FL
ZNF208	SMS	UT380-297-2
ZNF208	SMS	UT380-296-2
ZNF208	SMS	UT380-296-3
ZNF208	HTS-GFPIVT	YWR_A_CA40NTCGATG
ZNF208	HTS-GFPIVT	YWR_A_CG40NGTTATT
ZNF208	HTS-GFPIVT	YWR_A_GA40NCTGATT
ZNF208	AFS-GFPIVT	YWR_B_AffSeq_C1_ZNF208-DBD1
ZNF208	AFS-GFPIVT	YWR_B_AffSeq_D1_ZNF208-DBD2
ZNF208	AFS-GFPIVT	YWR_B_AffSeq_E1_ZNF208-DBD3
ZNF215	CHS	THC_0078
ZNF215	CHS	THC_0119
ZNF215	HTS-GFPIVT	YWR_A_GG40NCGTAGT
ZNF215	AFS-GFPIVT	YWR_B_AffSeq_F1_ZNF215-DBD
ZNF226	CHS	THC_0410.Rep-DIANA_0293
ZNF226	CHS	THC_0410.Rep-MICHELLE_0314
ZNF226	SMS	UT380-302
ZNF226	HTS-GFPIVT	YWR_A_AA40NCCGCGT
ZNF226	HTS-GFPIVT	YWR_A_TC40NGGCTGT
ZNF226	AFS-GFPIVT	YWR_B_AffSeq_A2_ZNF226-FL
ZNF226	AFS-GFPIVT	YWR_B_AffSeq_H1_ZNF226-DBD
ZNF229	HTS-GFPIVT	YWR_A_AG40NACCATA
ZNF229	AFS-GFPIVT	YWR_B_AffSeq_B2_ZNF229-DBD
ZNF233	CHS	THC_0431.Rep-MICHELLE_0314
ZNF233	AFS-GFPIVT	YWR_B_AffSeq_E2_ZNF233-DBD
ZNF233	AFS-GFPIVT	YWR_B_AffSeq_F2_ZNF233-FL
ZNF234	HTS-GFPIVT	YWR_A_TA40NTCACTC
ZNF234	AFS-GFPIVT	YWR_B_AffSeq_G2_ZNF234-FL
ZNF234	CHS	THC_0292.Rep-MICHELLE_0314
ZNF234	CHS	THC_0438.Rep-MICHELLE_0314
ZNF234	CHS	THC_0890
ZNF250	AFS-LYS	AATA_AffSeq_G5_ZNF250
ZNF250	CHS	SI0321
ZNF251	CHS	THC_0300.Rep-DIANA_0293
ZNF251	CHS	THC_0300.Rep-MICHELLE_0314
ZNF251	CHS	THC_0445.Rep-DIANA_0293
ZNF251	CHS	THC_0445.Rep-MICHELLE_0314
ZNF251	SMS	UT380-309
ZNF251	HTS-GFPIVT	YWR_A_AA40NAGTGGT
ZNF251	HTS-GFPIVT	YWR_A_TC40NGTTTTG
ZNF251	AFS-GFPIVT	YWR_B_AffSeq_A3_ZNF251-FL
ZNF251	AFS-GFPIVT	YWR_B_AffSeq_H2_ZNF251-DBD
ZNF260	HTS-LYS	AAT_A_AT40NCCTTGG
ZNF260	AFS-LYS	AATA_AffSeq_B8_ZNF260
ZNF260	CHS	SI0551
ZNF264	AFS-LYS	AATA_AffSeq_C7_ZNF264
ZNF264	CHS	SI0039
ZNF275	HTS-GFPIVT	YWR_A_AG40NGGAATC
ZNF275	AFS-GFPIVT	YWR_B_AffSeq_B3_ZNF275-FL
ZNF286B	CHS	THC_0898
ZNF286B	HTS-GFPIVT	YWR_A_TA40NAGGCTT
ZNF286B	HTS-GFPIVT	YWR_A_TG40NTGATCT
ZNF286B	AFS-GFPIVT	YWR_B_AffSeq_G3_ZNF286B-DBD
ZNF292	CHS	THC_0667
ZNF292	CHS	THC_0763
ZNF292	HTS-IVT	YWH_A_TG40NCCATTT
ZNF292	AFS-IVT	YWH_B_AffSeq_H09_ZNF292_DBD_2
ZNF292	HTS-GFPIVT	YWR_A_AA40NGTGGTC
ZNF292	HTS-GFPIVT	YWR_A_AG40NTGGCTA
ZNF292	AFS-GFPIVT	YWR_B_AffSeq_A4_ZNF292-DBD1
ZNF292	AFS-GFPIVT	YWR_B_AffSeq_B4_ZNF292-DBD2
ZNF30	CHS	SI0241
ZNF30	CHS	SI0254
ZNF30	CHS	SI0587
ZNF317	CHS	SI0336
ZNF317	CHS	SI0581
ZNF322	HTS-LYS	AAT_A_AC40NGATGTT
ZNF322	AFS-LYS	AATA_AffSeq_A6_ZNF322
ZNF322	CHS	SI0289
ZNF335	HTS-GFPIVT	YWR_A_GT40NACGATC
ZNF335	AFS-GFPIVT	YWR_B_AffSeq_E4_ZNF335-DBD1
ZNF335	CHS	THC_0476
ZNF335	CHS	THC_0572
ZNF335	HTS-IVT	YWH_A_CC40NTTGTTA
ZNF335	AFS-IVT	YWH_B_AffSeq_C10_ZNF335_DBD_2
ZNF335	HTS-GFPIVT	YWR_A_GA40NGAGCTG
ZNF335	AFS-GFPIVT	YWR_B_AffSeq_F4_ZNF335-DBD2
ZNF347	CHS	THC_0340.Rep-DIANA_0293
ZNF347	CHS	THC_0340.Rep-MICHELLE_0314
ZNF347	CHS	THC_0396.Rep-DIANA_0293
ZNF347	CHS	THC_0396.Rep-MICHELLE_0314
ZNF347	CHS	THC_0908
ZNF347	SMS	UT380-327
ZNF347	HTS-GFPIVT	YWR_A_TA40NTTTGCG
ZNF347	HTS-GFPIVT	YWR_A_TG40NCATATG
ZNF347	AFS-GFPIVT	YWR_B_AffSeq_G4_ZNF347-DBD
ZNF347	AFS-GFPIVT	YWR_B_AffSeq_H4_ZNF347-FL
ZNF35	HTS-LYS	AAT_A_AC40NTCCTTG
ZNF35	HTS-LYS	AAT_A_TC40NAATCTC
ZNF35	AFS-LYS	AATA_AffSeq_G6_ZNF35
ZNF35	AFS-IVT	AATBA_AffSeq_D11_ZNF35
ZNF35	CHS	SI0227
ZNF358	AFS-LYS	YWK_B_AffSeq_D5_ZNF358
ZNF358	AFS-LYS	YWK_D_AffSeq_D5_ZNF358
ZNF358	HTS-GFPIVT	YWR_A_AA40NCCAGTG
ZNF358	HTS-GFPIVT	YWR_A_AG40NGCTCTG
ZNF358	AFS-GFPIVT	YWR_B_AffSeq_A5_ZNF358-DBD
ZNF358	AFS-GFPIVT	YWR_B_AffSeq_B5_ZNF358-FL
ZNF362	CHS	THC_0364.Rep-DIANA_0293
ZNF362	CHS	THC_0364.Rep-MICHELLE_0314
ZNF362	CHS	THC_0411.Rep-DIANA_0293
ZNF362	CHS	THC_0411.Rep-MICHELLE_0314
ZNF362	SMS	UT380-331
ZNF362	SMS	UT380-331-2
ZNF362	SMS	UT380-331-3
ZNF362	HTS-IVT	YWH_A_GT40NCATTCT
ZNF362	AFS-IVT	YWH_B_AffSeq_F10_ZNF362
ZNF362	HTS-LYS	YWK_A_GA40NACTTTG
ZNF362	AFS-LYS	YWK_B_AffSeq_E5_ZNF362
ZNF362	HTS-LYS	YWK_C_GA40NACTTTG
ZNF362	AFS-LYS	YWK_D_AffSeq_E5_ZNF362
ZNF362	HTS-GFPIVT	YWR_A_CA40NCTTTGA
ZNF362	AFS-GFPIVT	YWR_B_AffSeq_C5_ZNF362-FL
ZNF367	CHS	THC_0045
ZNF367	CHS	THC_0046
ZNF367	SMS	UT380-333
ZNF367	HTS-LYS	YWD_A_TG40NCTGTGG
ZNF367	AFS-LYS	YWD_B_AffSeq_H08_ZNF367
ZNF367	HTS-GFPIVT	YWR_A_GA40NACTTTG
ZNF367	AFS-GFPIVT	YWR_B_AffSeq_E5_ZNF367-FL
ZNF382	CHS	SI0051
ZNF382	CHS	SI0057
ZNF382	CHS	SI0110
ZNF382	CHS	SI0571
ZNF384	HTS-LYS	AAT_A_CT40NTACGTT
ZNF384	AFS-LYS	AATA_AffSeq_D7_ZNF384
ZNF384	CHS	SI0524
ZNF384	HTS-LYS	YWD_A_GT40NGCGTGT
