Index	Plasmid Number	Plasmid backbone	Plasmid Name	Insert Name	Gene Name	Notes	PBM_ME experiment ID(s)	PBM_HK experiment ID(s)	Plasmid Number	HT-Selex (IVT) experiment ID(s)	HT-Selex (Lysate) experiment ID(s)	AffiSeq (IVT) experiment ID(s)	AffiSeq (Lysate) experiment ID(s)	SMiLE-seq experiment ID(s)	ChIP-seq replicate 1	ChIP-seq replicate 2	
141	pTH13900	pTH13195	eGFP.SP140L.FL	SP140L.FL	SP140L	Codebook clone	#N/A	#N/A	pTH13900	#N/A					chip		
142	pTH13901	pTH13195	eGFP.TBPL1.FL	TBPL1.FL	TBPL1	Codebook clone	#N/A	#N/A	pTH13901	#N/A					chip		
143	pTH13902	pTH13195	eGFP.THAP10.FL	THAP10.FL	THAP10	Codebook clone	#N/A	#N/A	pTH13902	#N/A					#N/A		
144	pTH13903	pTH13195	eGFP.THAP11.FL	THAP11.FL	THAP11	Codebook clone	#N/A	#N/A	pTH13903	#N/A					chip		
145	pTH13904	pTH13195	eGFP.THAP2.FL	THAP2.FL	THAP2	Codebook clone	#N/A	#N/A	pTH13904	#N/A					chip		
146	pTH13905	pTH13195	eGFP.THAP4.FL	THAP4.FL	THAP4	Codebook clone	#N/A	#N/A	pTH13905	#N/A					#N/A		
147	pTH13906	pTH13195	eGFP.THAP5.FL	THAP5.FL	THAP5	Codebook clone	#N/A	#N/A	pTH13906	#N/A					#N/A		
148	pTH13907	pTH13195	eGFP.THAP6.FL	THAP6.FL	THAP6	Codebook clone	#N/A	#N/A	pTH13907	#N/A					#N/A		
149	pTH13908	pTH13195	eGFP.THAP7.FL	THAP7.FL	THAP7	Codebook clone	#N/A	#N/A	pTH13908	#N/A					#N/A		
150	pTH13909	pTH13195	eGFP.THAP8.FL	THAP8.FL	THAP8	Codebook clone	#N/A	#N/A	pTH13909	#N/A					#N/A		
151	pTH13695	pTH13195	eGFP.ZNF469.FL	ZNF469.FL	ZNF469	Codebook clone	#N/A	#N/A	pTH13695	#N/A					#N/A		
152	pTH14549	pTH13195	eGFP.MGA.FL	MGA.FL	MGA	Codebook clone	#N/A	#N/A	pTH14549	#N/A					#N/A		
153	pTH13679	pTH13195	eGFP.ZNF292.FL	ZNF292.FL	ZNF292	Codebook clone	#N/A	#N/A	pTH13679	#N/A					#N/A		
154	pTH13890	pTH13195	eGFP.SON.FL	SON.FL	SON	Codebook clone	#N/A	#N/A	pTH13890	#N/A					#N/A		
155	pTH13590	pTH13195	eGFP.AHCTF1.FL	AHCTF1.FL	AHCTF1	Codebook clone	#N/A	#N/A	pTH13590	#N/A					chip		
156	pTH13680	pTH13195	eGFP.ZNF318.FL	ZNF318.FL	ZNF318	Codebook clone	#N/A	#N/A	pTH13680	#N/A					chip		
157	pTH13691	pTH13195	eGFP.ZNF407.FL	ZNF407.FL	ZNF407	Codebook clone	#N/A	#N/A	pTH13691	#N/A					#N/A		
158	pTH13610	pTH13195	eGFP.USF3.FL	USF3.FL	USF3	Codebook clone	#N/A	#N/A	pTH13610	#N/A					#N/A		
159	pTH14547	pTH13195	eGFP.BAZ2B.FL	BAZ2B.FL	BAZ2B	Codebook clone	#N/A	#N/A	pTH14547	#N/A					#N/A		
160	pTH14542	pTH13195	eGFP.PRR12.FL	PRR12.FL	PRR12	Codebook clone	#N/A	#N/A	pTH14542	#N/A					#N/A		
161	pTH13892	pTH13195	eGFP.TET2.FL	TET2.FL	TET2	Codebook clone	#N/A	#N/A	pTH13892	#N/A					#N/A		
162	pTH13641	pTH13195	eGFP.RLF.FL	RLF.FL	RLF	Codebook clone	#N/A	#N/A	pTH13641	#N/A					#N/A		
163	pTH14548	pTH13195	eGFP.BAZ2A.FL	BAZ2A.FL	BAZ2A	Codebook clone	#N/A	#N/A	pTH14548	#N/A					#N/A		
164	pTH13589	pTH13195	eGFP.ARID2.FL	ARID2.FL	ARID2	Codebook clone	#N/A	#N/A	pTH13589	#N/A					chip		
165	pTH13729	pTH13195	eGFP.ZNF646.FL	ZNF646.FL	ZNF646	Codebook clone	#N/A	#N/A	pTH13729	#N/A					#N/A		
166	pTH13805	pTH13195	eGFP.TET3.FL	TET3.FL	TET3	Codebook clone	#N/A	#N/A	pTH13805	#N/A					#N/A		
167	pTH13620	pTH13195	eGFP.CASZ1.FL	CASZ1.FL	CASZ1	Codebook clone	#N/A	#N/A	pTH13620	#N/A					#N/A		
168	pTH13636	pTH13195	eGFP.PRDM2.FL	PRDM2.FL	PRDM2	Codebook clone	#N/A	#N/A	pTH13636	#N/A					#N/A		
169	pTH13663	pTH13195	eGFP.ZNF142.FL	ZNF142.FL	ZNF142	Codebook clone	#N/A	#N/A	pTH13663	#N/A					#N/A		
170	pTH13772	pTH13195	eGFP.ZNF831.FL	ZNF831.FL	ZNF831	Codebook clone	#N/A	#N/A	pTH13772	#N/A					#N/A		
171	pTH13800	pTH13195	eGFP.CAMTA1.FL	CAMTA1.FL	CAMTA1	Codebook clone	#N/A	#N/A	pTH13800	#N/A					chip		
172	pTH14544	pTH13195	eGFP.AHDC1.FL	AHDC1.FL	AHDC1	Codebook clone	#N/A	#N/A	pTH14544	#N/A					#N/A		
173	pTH13596	pTH13195	eGFP.SETBP1.FL	SETBP1.FL	SETBP1	Codebook clone	#N/A	#N/A	pTH13596	#N/A					chip		
174	pTH13633	pTH13195	eGFP.PEG3.FL	PEG3.FL	PEG3	Codebook clone	#N/A	#N/A	pTH13633	#N/A					chip		
175	pTH13588	pTH13195	eGFP.KDM5B.FL	KDM5B.FL	KDM5B	Codebook clone	#N/A	#N/A	pTH13588	#N/A					chip		
176	pTH14541	pTH13195	eGFP.DOT1L.FL	DOT1L.FL	DOT1L	Codebook clone	#N/A	#N/A	pTH14541	#N/A					#N/A		
177	pTH13722	pTH13195	eGFP.ZNF608.FL	ZNF608.FL	ZNF608	Codebook clone	#N/A	#N/A	pTH13722	#N/A					#N/A		
178	pTH13848	pTH13195	eGFP.ARHGAP35.FL	ARHGAP35.FL	ARHGAP35	Codebook clone	#N/A	#N/A	pTH13848	#N/A					chip		
179	pTH13607	pTH13195	eGFP.NCOA2.FL	NCOA2.FL	NCOA2	Codebook clone	#N/A	#N/A	pTH13607	#N/A					chip		
180	pTH13606	pTH13195	eGFP.NCOA1.FL	NCOA1.FL	NCOA1	Codebook clone	#N/A	#N/A	pTH13606	#N/A					chip		
181	pTH13591	pTH13195	eGFP.AKNA.FL	AKNA.FL	AKNA	Codebook clone	#N/A	#N/A	pTH13591	#N/A					chip		
182	pTH13608	pTH13195	eGFP.NCOA3.FL	NCOA3.FL	NCOA3	Codebook clone	#N/A	#N/A	pTH13608	#N/A					#N/A		
183	pTH13625	pTH13195	eGFP.EEA1.FL	EEA1.FL	EEA1	Codebook clone	#N/A	#N/A	pTH13625	#N/A					#N/A		
184	pTH13723	pTH13195	eGFP.ZNF609.FL	ZNF609.FL	ZNF609	Codebook clone	#N/A	#N/A	pTH13723	#N/A					chip		
185	pTH13682	pTH13195	eGFP.ZNF335.FL	ZNF335.FL	ZNF335	Codebook clone	#N/A	#N/A	pTH13682	#N/A					#N/A		
186	pTH13728	pTH13195	eGFP.ZNF644.FL	ZNF644.FL	ZNF644	Codebook clone	#N/A	#N/A	pTH13728	#N/A					#N/A		
187	pTH13604	pTH13195	eGFP.ZBED9.FL	ZBED9.FL	ZBED9	Codebook clone	#N/A	#N/A	pTH13604	#N/A					chip		
188	pTH13709	pTH13195	eGFP.ZNF532.FL	ZNF532.FL	ZNF532	Codebook clone	#N/A	#N/A	pTH13709	#N/A					#N/A		
189	pTH13642	pTH13195	eGFP.SALL3.FL	SALL3.FL	SALL3	Codebook clone	#N/A	#N/A	pTH13642	#N/A					#N/A		
190	pTH13710	pTH13195	eGFP.ZNF536.FL	ZNF536.FL	ZNF536	Codebook clone	#N/A	#N/A	pTH13710	#N/A					#N/A		
191	pTH13667	pTH13195	eGFP.ZNF208.FL	ZNF208.FL	ZNF208	Codebook clone	#N/A	#N/A	pTH13667	#N/A					#N/A		
192	pTH13719	pTH13195	eGFP.ZNF592.FL	ZNF592.FL	ZNF592	Codebook clone	#N/A	#N/A	pTH13719	#N/A					#N/A		
193	pTH13755	pTH13195	eGFP.ZNF729.FL	ZNF729.FL	ZNF729	Codebook clone	#N/A	#N/A	pTH13755	#N/A					#N/A		
194	pTH13653	pTH13195	eGFP.ZFAT.FL	ZFAT.FL	ZFAT	Codebook clone	#N/A	#N/A	pTH13653	#N/A					#N/A		
195	pTH13801	pTH13195	eGFP.CAMTA2.FL	CAMTA2.FL	CAMTA2	Codebook clone	#N/A	#N/A	pTH13801	#N/A					chip		
196	pTH13646	pTH13195	eGFP.ZBTB40.FL	ZBTB40.FL	ZBTB40	Codebook clone	#N/A	#N/A	pTH13646	#N/A					chip		
197	pTH13739	pTH13195	eGFP.ZNF687.FL	ZNF687.FL	ZNF687	Codebook clone	#N/A	#N/A	pTH13739	#N/A					#N/A		
198	pTH13767	pTH13195	eGFP.ZNF804A.FL	ZNF804A.FL	ZNF804A	Codebook clone	#N/A	#N/A	pTH13767	#N/A					#N/A		
199	pTH13782	pTH13195	eGFP.ZNF91.FL	ZNF91.FL	ZNF91	Codebook clone	#N/A	#N/A	pTH13782	#N/A					#N/A		
200	pTH13602	pTH13195	eGFP.ZBED4.FL	ZBED4.FL	ZBED4	Codebook clone	#N/A	#N/A	pTH13602	#N/A					chip		
201	pTH13706	pTH13195	eGFP.ZNF516.FL	ZNF516.FL	ZNF516	Codebook clone	#N/A	#N/A	pTH13706	#N/A					#N/A		
202	pTH13804	pTH13195	eGFP.KDM2A.FL	KDM2A.FL	KDM2A	Codebook clone	#N/A	#N/A	pTH13804	#N/A					#N/A		
203	pTH13634	pTH13195	eGFP.PRDM10.FL	PRDM10.FL	PRDM10	Codebook clone	#N/A	#N/A	pTH13634	#N/A					chip		
204	pTH13847	pTH13195	eGFP.AEBP1.FL	AEBP1.FL	AEBP1	Codebook clone	#N/A	#N/A	pTH13847	#N/A					#N/A		
205	pTH13656	pTH13195	eGFP.ZFPM2.FL	ZFPM2.FL	ZFPM2	Codebook clone	#N/A	#N/A	pTH13656	#N/A					#N/A		
206	pTH13632	pTH13195	eGFP.MYT1.FL	MYT1.FL	MYT1	Codebook clone	#N/A	#N/A	pTH13632	#N/A					#N/A		
207	pTH13817	pTH13195	eGFP.ADNP2.FL	ADNP2.FL	ADNP2	Codebook clone	#N/A	#N/A	pTH13817	#N/A					chip		
208	pTH13731	pTH13195	eGFP.ZNF654.FL	ZNF654.FL	ZNF654	Codebook clone	#N/A	#N/A	pTH13731	#N/A					#N/A		
209	pTH13845	pTH13195	eGFP.NFX1.FL	NFX1.FL	NFX1	Codebook clone	#N/A	#N/A	pTH13845	#N/A					#N/A		
210	pTH13816	pTH13195	eGFP.ADNP.FL	ADNP.FL	ADNP	Codebook clone	#N/A	#N/A	pTH13816	#N/A					#N/A		
211	pTH13894	pTH13195	eGFP.TMF1.FL	TMF1.FL	TMF1	Codebook clone	#N/A	#N/A	pTH13894	#N/A					#N/A		
212	pTH13777	pTH13195	eGFP.ZNF850.FL	ZNF850.FL	ZNF850	Codebook clone	#N/A	#N/A	pTH13777	#N/A					#N/A		
213	pTH13770	pTH13195	eGFP.ZNF827.FL	ZNF827.FL	ZNF827	Codebook clone	#N/A	#N/A	pTH13770	#N/A					chip		
214	pTH13707	pTH13195	eGFP.ZNF518B.FL	ZNF518B.FL	ZNF518B	Codebook clone	#N/A	#N/A	pTH13707	#N/A					#N/A		
215	pTH13895	pTH13195	eGFP.TSC22D1.FL	TSC22D1.FL	TSC22D1	Codebook clone	#N/A	#N/A	pTH13895	#N/A					#N/A		
216	pTH13779	pTH13195	eGFP.ZNF865.FL	ZNF865.FL	ZNF865	Codebook clone	#N/A	#N/A	pTH13779	#N/A					#N/A		
217	pTH13599	pTH13195	eGFP.SGSM2.FL	SGSM2.FL	SGSM2	Codebook clone	#N/A	#N/A	pTH13599	#N/A					chip		
218	pTH13879	pTH13195	eGFP.RAG1.FL	RAG1.FL	RAG1	Codebook clone	#N/A	#N/A	pTH13879	#N/A					#N/A		
219	pTH13645	pTH13195	eGFP.TSHZ2.FL	TSHZ2.FL	TSHZ2	Codebook clone	#N/A	#N/A	pTH13645	#N/A					#N/A		
220	pTH14546	pTH13195	eGFP.PHF20.FL	PHF20.FL	PHF20	Codebook clone	#N/A	#N/A	pTH14546	#N/A					chip		
221	pTH13655	pTH13195	eGFP.ZFPM1.FL	ZFPM1.FL	ZFPM1	Codebook clone	#N/A	#N/A	pTH13655	#N/A					#N/A		
222	pTH13830	pTH13195	eGFP.MBD6.FL	MBD6.FL	MBD6	Codebook clone	#N/A	#N/A	pTH13830	#N/A					#N/A		
223	pTH13677	pTH13195	eGFP.ZNF280D.FL	ZNF280D.FL	ZNF280D	Codebook clone	#N/A	#N/A	pTH13677	#N/A					#N/A		
224	pTH13776	pTH13195	eGFP.ZNF845.FL	ZNF845.FL	ZNF845	Codebook clone	#N/A	#N/A	pTH13776	#N/A					#N/A		
225	pTH13823	pTH13195	eGFP.ZHX3.FL	ZHX3.FL	ZHX3	Codebook clone	#N/A	#N/A	pTH13823	#N/A					#N/A		
226	pTH13704	pTH13195	eGFP.ZNF507.FL	ZNF507.FL	ZNF507	Codebook clone	#N/A	#N/A	pTH13704	#N/A					chip		
227	pTH13724	pTH13195	eGFP.ZNF618.FL	ZNF618.FL	ZNF618	Codebook clone	#N/A	#N/A	pTH13724	#N/A					#N/A		
228	pTH13883	pTH13195	eGFP.SAFB2.FL	SAFB2.FL	SAFB2	Codebook clone	#N/A	#N/A	pTH13883	#N/A					chip		
229	pTH13850	pTH13195	eGFP.CC2D1A.FL	CC2D1A.FL	CC2D1A	Codebook clone	#N/A	#N/A	pTH13850	#N/A					#N/A		
230	pTH13812	pTH13195	eGFP.GTF2IRD2.FL	GTF2IRD2.FL	GTF2IRD2	Codebook clone	#N/A	#N/A	pTH13812	#N/A					#N/A		
231	pTH13813	pTH13195	eGFP.GTF2IRD2B.FL	GTF2IRD2B.FL	GTF2IRD2B	Codebook clone	#N/A	#N/A	pTH13813	#N/A					#N/A		
232	pTH13773	pTH13195	eGFP.ZNF836.FL	ZNF836.FL	ZNF836	Codebook clone	#N/A	#N/A	pTH13773	#N/A					#N/A		
233	pTH13774	pTH13195	eGFP.ZNF841.FL	ZNF841.FL	ZNF841	Codebook clone	#N/A	#N/A	pTH13774	#N/A					#N/A		
234	pTH13751	pTH13195	eGFP.ZNF721.FL	ZNF721.FL	ZNF721	Codebook clone	#N/A	#N/A	pTH13751	#N/A					#N/A		
235	pTH13507	pTH13195	eGFP.SAFB.FL	SAFB.FL	SAFB	Codebook clone	#N/A	#N/A	pTH13507	#N/A					#N/A		
236	pTH13882	pTH13195	eGFP.SAFB.FL	SAFB.FL	SAFB	Codebook clone	#N/A	#N/A	pTH13882	#N/A					#N/A		
237	pTH13846	pTH13195	eGFP.NFXL1.FL	NFXL1.FL	NFXL1	Codebook clone	#N/A	#N/A	pTH13846	#N/A					#N/A		
238	pTH13844	pTH13195	eGFP.MYRFL.FL	MYRFL.FL	MYRFL	Codebook clone	#N/A	#N/A	pTH13844	#N/A					#N/A		
239	pTH13647	pTH13195	eGFP.ZBTB41.FL	ZBTB41.FL	ZBTB41	Codebook clone	#N/A	#N/A	pTH13647	#N/A					chip		
240	pTH13843	pTH13195	eGFP.TTF1.FL	TTF1.FL	TTF1	Codebook clone	#N/A	#N/A	pTH13843	#N/A					#N/A		
241	pTH13910	pTH13195	eGFP.THAP9.FL	THAP9.FL	THAP9	Codebook clone	#N/A	#N/A	pTH13910	#N/A					#N/A		
242	pTH13897	pTH13195	eGFP.SP100.FL	SP100.FL	SP100	Codebook clone	#N/A	#N/A	pTH13897	#N/A					#N/A		
243	pTH13624	pTH13195	eGFP.DZIP1.FL	DZIP1.FL	DZIP1	Codebook clone	#N/A	#N/A	pTH13624	#N/A					chip		
244	pTH13899	pTH13195	eGFP.SP140.FL	SP140.FL	SP140	Codebook clone	#N/A	#N/A	pTH13899	#N/A					chip		
245	pTH13750	pTH13195	eGFP.ZNF717.FL	ZNF717.FL	ZNF717	Codebook clone	#N/A	#N/A	pTH13750	#N/A					#N/A		
246	pTH13791	pTH13195	eGFP.ZXDC.FL	ZXDC.FL	ZXDC	Codebook clone	#N/A	#N/A	pTH13791	#N/A					#N/A		
247	pTH13769	pTH13195	eGFP.ZNF814.FL	ZNF814.FL	ZNF814	Codebook clone	#N/A	#N/A	pTH13769	#N/A					#N/A		
248	pTH13660	pTH13195	eGFP.ZNF107.FL	ZNF107.FL	ZNF107	Codebook clone	#N/A	#N/A	pTH13660	#N/A					#N/A		
249	pTH13720	pTH13195	eGFP.ZNF598.FL	ZNF598.FL	ZNF598	Codebook clone	#N/A	#N/A	pTH13720	#N/A					#N/A		
250	pTH13683	pTH13195	eGFP.ZNF347.FL	ZNF347.FL	ZNF347	Codebook clone	#N/A	#N/A	pTH13683	#N/A					#N/A		
251	pTH13822	pTH13195	eGFP.ZHX2.FL	ZHX2.FL	ZHX2	Codebook clone	#N/A	#N/A	pTH13822	#N/A					#N/A		
252	pTH13763	pTH13195	eGFP.ZNF780B.FL	ZNF780B.FL	ZNF780B	Codebook clone	#N/A	#N/A	pTH13763	#N/A					#N/A		
253	pTH13840	pTH13195	eGFP.MYSM1.FL	MYSM1.FL	MYSM1	Codebook clone	#N/A	#N/A	pTH13840	#N/A					#N/A		
254	pTH13670	pTH13195	eGFP.ZNF229.FL	ZNF229.FL	ZNF229	Codebook clone	#N/A	#N/A	pTH13670	#N/A					#N/A		
255	pTH13619	pTH13195	eGFP.ATMIN.FL	ATMIN.FL	ATMIN	Codebook clone	#N/A	#N/A	pTH13619	#N/A					chip		
256	pTH13664	pTH13195	eGFP.ZNF160.FL	ZNF160.FL	ZNF160	Codebook clone	#N/A	#N/A	pTH13664	#N/A					#N/A		
257	pTH13693	pTH13195	eGFP.ZNF43.FL	ZNF43.FL	ZNF43	Codebook clone	#N/A	#N/A	pTH13693	#N/A					#N/A		
258	pTH13622	pTH13195	eGFP.CHAMP1.FL	CHAMP1.FL	CHAMP1	Codebook clone	#N/A	#N/A	pTH13622	#N/A					chip		
259	pTH13669	pTH13195	eGFP.ZNF226.FL	ZNF226.FL	ZNF226	Codebook clone	#N/A	#N/A	pTH13669	#N/A					#N/A		
260	pTH13790	pTH13195	eGFP.ZXDB.FL	ZXDB.FL	ZXDB	Codebook clone	#N/A	#N/A	pTH13790	#N/A					#N/A		
261	pTH13789	pTH13195	eGFP.ZXDA.FL	ZXDA.FL	ZXDA	Codebook clone	#N/A	#N/A	pTH13789	#N/A					#N/A		
262	pTH13721	pTH13195	eGFP.ZNF606.FL	ZNF606.FL	ZNF606	Codebook clone	#N/A	#N/A	pTH13721	#N/A					chip		
263	pTH13640	pTH13195	eGFP.RBSN.FL	RBSN.FL	RBSN	Codebook clone	#N/A	#N/A	pTH13640	#N/A					#N/A		
264	pTH13700	pTH13195	eGFP.ZNF493.FL	ZNF493.FL	ZNF493	Codebook clone	#N/A	#N/A	pTH13700	#N/A					#N/A		
265	pTH13837	pTH13195	eGFP.DMTF1.FL	DMTF1.FL	DMTF1	Codebook clone	#N/A	#N/A	pTH13837	#N/A					#N/A		
266	pTH13860	pTH13195	eGFP.DACH1.FL	DACH1.FL	DACH1	Codebook clone	#N/A	#N/A	pTH13860	#N/A					#N/A		
267	pTH13649	pTH13195	eGFP.ZBTB47.FL	ZBTB47.FL	ZBTB47	Codebook clone	#N/A	#N/A	pTH13649	#N/A					chip		
268	pTH13745	pTH13195	eGFP.ZNF700.FL	ZNF700.FL	ZNF700	Codebook clone	#N/A	#N/A	pTH13745	#N/A					#N/A		
269	pTH13753	pTH13195	eGFP.ZNF726.FL	ZNF726.FL	ZNF726	Codebook clone	#N/A	#N/A	pTH13753	#N/A					#N/A		
270	pTH13885	pTH13195	eGFP.SKI.FL	SKI.FL	SKI	Codebook clone	#N/A	#N/A	pTH13885	#N/A					#N/A		
271	pTH13841	pTH13195	eGFP.TERB1.FL	TERB1.FL	TERB1	Codebook clone	#N/A	#N/A	pTH13841	#N/A					chip		
272	pTH13618	pTH13195	eGFP.ANKZF1.FL	ANKZF1.FL	ANKZF1	Codebook clone	#N/A	#N/A	pTH13618	#N/A					chip		
273	pTH13758	pTH13195	eGFP.ZNF750.FL	ZNF750.FL	ZNF750	Codebook clone	#N/A	#N/A	pTH13758	#N/A					chip		
274	pTH13832	pTH13195	eGFP.SETDB2.FL	SETDB2.FL	SETDB2	Codebook clone	#N/A	#N/A	pTH13832	#N/A					#N/A		
275	pTH13781	pTH13195	eGFP.ZNF888.FL	ZNF888.FL	ZNF888	Codebook clone	#N/A	#N/A	pTH13781	#N/A					#N/A		
276	pTH13696	pTH13195	eGFP.ZNF470.FL	ZNF470.FL	ZNF470	Codebook clone	#N/A	#N/A	pTH13696	#N/A					#N/A		
277	pTH13898	pTH13195	eGFP.SP110.FL	SP110.FL	SP110	Codebook clone	#N/A	#N/A	pTH13898	#N/A					chip		
278	pTH13635	pTH13195	eGFP.PRDM13.FL	PRDM13.FL	PRDM13	Codebook clone	#N/A	#N/A	pTH13635	#N/A					chip		
279	pTH13869	pTH13195	eGFP.NKRF.FL	NKRF.FL	NKRF	Codebook clone	#N/A	#N/A	pTH13869	#N/A					#N/A		
280	pTH14540	pTH13195	eGFP.ZBTB24.FL	ZBTB24.FL	ZBTB24	Codebook clone	#N/A	#N/A	pTH14540	#N/A					chip		
281	pTH13803	pTH13195	eGFP.FBXL19.FL	FBXL19.FL	FBXL19	Codebook clone	#N/A	#N/A	pTH13803	#N/A					chip		
282	pTH13603	pTH13195	eGFP.ZBED5.FL	ZBED5.FL	ZBED5	Codebook clone	#N/A	#N/A	pTH13603	#N/A					chip		
283	pTH13616	pTH13195	eGFP.AKAP8.FL	AKAP8.FL	AKAP8	Codebook clone	#N/A	#N/A	pTH13616	#N/A					chip		
284	pTH13638	pTH13195	eGFP.PRDM8.FL	PRDM8.FL	PRDM8	Codebook clone	#N/A	#N/A	pTH13638	#N/A					#N/A		
285	pTH13713	pTH13195	eGFP.ZNF569.FL	ZNF569.FL	ZNF569	Codebook clone	#N/A	#N/A	pTH13713	#N/A					#N/A		
286	pTH13886	pTH13195	eGFP.SKIL.FL	SKIL.FL	SKIL	Codebook clone	#N/A	#N/A	pTH13886	#N/A					#N/A		
287	pTH13705	pTH13195	eGFP.ZNF510.FL	ZNF510.FL	ZNF510	Codebook clone	#N/A	#N/A	pTH13705	#N/A					#N/A		
288	pTH13594	pTH13195	eGFP.PHF21A.FL	PHF21A.FL	PHF21A	Codebook clone	#N/A	#N/A	pTH13594	#N/A					chip		
289	pTH13733	pTH13195	eGFP.ZNF665.FL	ZNF665.FL	ZNF665	Codebook clone	#N/A	#N/A	pTH13733	#N/A					#N/A		
290	pTH13650	pTH13195	eGFP.ZBTB5.FL	ZBTB5.FL	ZBTB5	Codebook clone	#N/A	#N/A	pTH13650	#N/A					chip		
291	pTH13674	pTH13195	eGFP.ZNF251.FL	ZNF251.FL	ZNF251	Codebook clone	#N/A	#N/A	pTH13674	#N/A					#N/A		
292	pTH13672	pTH13195	eGFP.ZNF233.FL	ZNF233.FL	ZNF233	Codebook clone	#N/A	#N/A	pTH13672	#N/A					#N/A		
293	pTH13708	pTH13195	eGFP.ZNF526.FL	ZNF526.FL	ZNF526	Codebook clone	#N/A	#N/A	pTH13708	#N/A					#N/A		
294	pTH13711	pTH13195	eGFP.ZNF551.FL	ZNF551.FL	ZNF551	Codebook clone	#N/A	#N/A	pTH13711	#N/A					#N/A		
295	pTH13775	pTH13195	eGFP.ZNF844.FL	ZNF844.FL	ZNF844	Codebook clone	#N/A	#N/A	pTH13775	#N/A					#N/A		
296	pTH13766	pTH13195	eGFP.ZNF800.FL	ZNF800.FL	ZNF800	Codebook clone	#N/A	#N/A	pTH13766	#N/A					#N/A		
297	pTH13884	pTH13195	eGFP.SCMH1.FL	SCMH1.FL	SCMH1	Codebook clone	#N/A	#N/A	pTH13884	#N/A					#N/A		
298	pTH13778	pTH13195	eGFP.ZNF853.FL	ZNF853.FL	ZNF853	Codebook clone	#N/A	#N/A	pTH13778	#N/A					#N/A		
299	pTH13598	pTH13195	eGFP.FAM200B.FL	FAM200B.FL	FAM200B	Codebook clone	#N/A	#N/A	pTH13598	#N/A					#N/A		
300	pTH13726	pTH13195	eGFP.ZNF630.FL	ZNF630.FL	ZNF630	Codebook clone	#N/A	#N/A	pTH13726	#N/A					#N/A		
301	pTH13833	pTH13195	eGFP.MBD1.FL	MBD1.FL	MBD1	Codebook clone	#N/A	#N/A	pTH13833	#N/A					#N/A		
302	pTH13617	pTH13195	eGFP.AKAP8L.FL	AKAP8L.FL	AKAP8L	Codebook clone	#N/A	#N/A	pTH13617	#N/A					chip		
303	pTH13703	pTH13195	eGFP.ZNF503.FL	ZNF503.FL	ZNF503	Codebook clone	#N/A	#N/A	pTH13703	#N/A					chip		
304	pTH13757	pTH13195	eGFP.ZNF746.FL	ZNF746.FL	ZNF746	Codebook clone	#N/A	#N/A	pTH13757	#N/A					#N/A		
305	pTH13712	pTH13195	eGFP.ZNF568.FL	ZNF568.FL	ZNF568	Codebook clone	#N/A	#N/A	pTH13712	#N/A					#N/A		
306	pTH13798	pTH13195	eGFP.TIGD5.FL	TIGD5.FL	TIGD5	Codebook clone	#N/A	#N/A	pTH13798	#N/A					chip		
307	pTH13734	pTH13195	eGFP.ZNF668.FL	ZNF668.FL	ZNF668	Codebook clone	#N/A	#N/A	pTH13734	#N/A					#N/A		
308	pTH13743	pTH13195	eGFP.ZNF699.FL	ZNF699.FL	ZNF699	Codebook clone	#N/A	#N/A	pTH13743	#N/A					#N/A		
309	pTH13658	pTH13195	eGFP.ZMAT1.FL	ZMAT1.FL	ZMAT1	Codebook clone	#N/A	#N/A	pTH13658	#N/A					#N/A		
310	pTH13808	pTH13195	eGFP.GATAD2A.FL	GATAD2A.FL	GATAD2A	Codebook clone	#N/A	#N/A	pTH13808	#N/A					#N/A		
311	pTH13718	pTH13195	eGFP.ZNF587B.FL	ZNF587B.FL	ZNF587B	Codebook clone	#N/A	#N/A	pTH13718	#N/A					#N/A		
312	pTH13637	pTH13195	eGFP.PRDM5.FL	PRDM5.FL	PRDM5	Codebook clone	#N/A	#N/A	pTH13637	#N/A					#N/A		
313	pTH13811	pTH13195	eGFP.GRHL3.FL	GRHL3.FL	GRHL3	Codebook clone	#N/A	#N/A	pTH13811	#N/A					#N/A		
314	pTH13697	pTH13195	eGFP.ZNF471.FL	ZNF471.FL	ZNF471	Codebook clone	#N/A	#N/A	pTH13697	#N/A					#N/A		
315	pTH13631	pTH13195	eGFP.L3MBTL4.FL	L3MBTL4.FL	L3MBTL4	Codebook clone	#N/A	#N/A	pTH13631	#N/A					#N/A		
316	pTH13661	pTH13195	eGFP.ZNF131.FL	ZNF131.FL	ZNF131	Codebook clone	#N/A	#N/A	pTH13661	#N/A					#N/A		
317	pTH13754	pTH13195	eGFP.ZNF728.FL	ZNF728.FL	ZNF728	Codebook clone	#N/A	#N/A	pTH13754	#N/A					#N/A		
318	pTH13752	pTH13195	eGFP.ZNF724.FL	ZNF724.FL	ZNF724	Codebook clone	#N/A	#N/A	pTH13752	#N/A					#N/A		
319	pTH13859	pTH13195	eGFP.CSRNP3.FL	CSRNP3.FL	CSRNP3	Codebook clone	#N/A	#N/A	pTH13859	#N/A					#N/A		
320	pTH13768	pTH13195	eGFP.ZNF813.FL	ZNF813.FL	ZNF813	Codebook clone	#N/A	#N/A	pTH13768	#N/A					#N/A		
321	pTH14538	pTH13195	eGFP.RFX5.FL	RFX5.FL	RFX5	Codebook clone	#N/A	#N/A	pTH14538	#N/A					chip		
