ID	TF	Peaks(/mnt/space/ivanyev/egrid/dfs/ctrl-subsampled0.02/peaks-interval)	RawFiles(/mnt/space/hughes/March2022/)	macs2-paired-end-peak-count	gem-peak-count	sissrs-peak-count	cpics-peak-count	QC.estFragLen	QC.FRiP_MACS2-PE	QC.FRiP_GEM	QC.FRiP_SISSRS	QC.FRiP_CPICS	QC.NRF	QC.NSC	QC.PBC1	QC.PBC2	QC.RSC	align_count	align_percent	read_count
EXP997377	ZNF781	PEAKS997358	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13764_ZNF781_ChIP2_S192_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13764_ZNF781_ChIP2_S192_L002_R2_001.fastq.gz	34	2	39	18	280	9.36543761532955E-05	2.8166729670164E-06	2.11837279394359E-05	2.54674180767734E-05	0.997611	1.007532	0.997871	490.789455	1.116462	46169942	85.082148696067	54265134
EXP997378	ZNF717	PEAKS997359	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13750_ZNF717_ChIP1_S193_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13750_ZNF717_ChIP1_S193_L002_R2_001.fastq.gz	3276	135	863	1704	270	0.005596916028368	0.000298159309018	0.000592800871916	0.001847362569847	0.99743	1.010911	0.997777	470.974382	1.183999	43125710	85.948366061268	50176300
EXP997379	ZNF88	PEAKS997360	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13765_ZNF88_ChIP1_S194_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13765_ZNF88_ChIP1_S194_L002_R2_001.fastq.gz	23	1	19	0	270	4.65916342323302E-05	9.9516111952549E-07	9.27309225012397E-06	0	0.997132	1.006607	0.997336	387.038699	1.171838	59079470	88.9542092205509	66415598
EXP997380	ZNF804A	PEAKS997361	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13767_ZNF804A_ChIP1_S243_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13767_ZNF804A_ChIP1_S243_L003_R2_001.fastq.gz	5	0	2	8957	240	5.0073041940111E-05	0	2.95374685601778E-06	0.00692836488732	0.998613	1.016467	0.99887	961.700775	1.124931	20053800	74.0078698452307	27096848
EXP997381	ZNF83	PEAKS997362	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13771_ZNF83_ChIP1_S195_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13771_ZNF83_ChIP1_S195_L002_R2_001.fastq.gz	206	45	203	32383	210	0.000573340349841	0.000146490262342	0.000184352360916	0.021558746539168	0.998691	1.020841	0.998778	858.895238	1.286181	22636974	72.7656200517425	31109436
EXP997382	ZNF836	PEAKS997363	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13773_ZNF836_ChIP1_S196_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13773_ZNF836_ChIP1_S196_L002_R2_001.fastq.gz	5957	2755	2930	7055	230	0.017932912288545	0.01044908107724	0.002957031849807	0.014303014564284	0.995985	1.087061	0.99656	320.356599	1.296567	42214368	84.4050316908999	50014042
EXP997383	ZNF844	PEAKS997364	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13775_ZNF844_ChIP1_S197_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13775_ZNF844_ChIP1_S197_L002_R2_001.fastq.gz	10	0	0	303	210	0.000716692998019	0	0	0.000198766635155	0.99766	1.008719	0.998103	563.415649	1.153089	37742634	82.5282521460549	45732986
EXP997384	ZNF850	PEAKS997365	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13777_ZNF850_ChIP1_S198_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13777_ZNF850_ChIP1_S198_L002_R2_001.fastq.gz	25165	8890	9896	41402	230	0.084272858542474	0.040837865834125	0.012737585353007	0.062063680332585	0.98948	1.426088	0.991965	153.91187	1.26654	30308776	75.2945985979982	40253586
EXP997385	ZNF878	PEAKS997366	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13780_ZNF878_ChIP1_S199_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13780_ZNF878_ChIP1_S199_L002_R2_001.fastq.gz	2141	1777	1795	2774	245	0.005096331498817	0.003606695692062	0.001165996171298	0.004518235163781	0.997543	1.018294	0.997746	461.688173	1.254087	40813760	83.7669066928785	48723012
EXP997386	TET3	PEAKS997367	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13805_TET3_ChIP2_S200_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13805_TET3_ChIP2_S200_L002_R2_001.fastq.gz	25073	13226	12030	7210	245	0.129631786420931	0.035761427668545	0.031329495113681	0.014789393571291	0.992606	1.15256	0.992963	148.423953	1.101485	49963172	84.6484958869813	59024288
EXP997387	POU5F2	PEAKS997368	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13824_POU5F2_ChIP1_S201_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13824_POU5F2_ChIP1_S201_L002_R2_001.fastq.gz	4442	216	2245	14830	245	0.007680872892597	0.000367741765378	0.001573730251957	0.011859251970157	0.997779	1.015423	0.998057	544.406928	1.176952	35376210	85.0646943265389	41587418
EXP997388	HSFX2	PEAKS997369	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13826_HSFX2_ChIP2_S202_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13826_HSFX2_ChIP2_S202_L002_R2_001.fastq.gz	15122	153	3871	5889	240	0.030963904052839	0.000265019962756	0.003165404342394	0.005633688038074	0.997538	1.016045	0.997794	468.278593	1.140951	37983696	88.2301472449925	43050700
EXP997389	MBD3	PEAKS997370	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13828_MBD3_ChIP2_S203_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13828_MBD3_ChIP2_S203_L002_R2_001.fastq.gz	41469	6186	13801	1062	240	0.127183000052906	0.009784606954231	0.021432557551666	0.002378837189167	0.995419	1.051067	0.995501	225.264234	1.116523	50017576	87.6927084555121	57037326
EXP997390	MBD6	PEAKS997371	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13830_MBD6_ChIP2_S204_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13830_MBD6_ChIP2_S204_L002_R2_001.fastq.gz	19096	29	2021	37	255	0.032008451011109	2.91074263506555E-05	0.001436539835629	6.38410485294728E-05	0.996768	1.011366	0.997061	347.749243	1.130525	58275378	88.9043024277285	65548434
EXP997391	SETDB2	PEAKS997372	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13832_SETDB2_ChIP2_S205_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13832_SETDB2_ChIP2_S205_L002_R2_001.fastq.gz	12	1	2	0	210	0.000272265135399	4.5029566822935E-07	6.5497551742451E-07	0	0.996791	1.006248	0.997048	349.922217	1.241646	68639288	87.81621553987	78162430
EXP997392	DMTF1	PEAKS997373	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13837_DMTF1_ChIP1_S206_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13837_DMTF1_ChIP1_S206_L002_R2_001.fastq.gz	44680	27992	12595	25556	285	0.127459480181668	0.077421226907118	0.01645205488376	0.055642752729707	0.988629	1.328422	0.990108	113.699786	1.714225	48178562	86.8001560071284	55505156
EXP997393	MYPOP	PEAKS997374	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13839_MYPOP_ChIP2_S244_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13839_MYPOP_ChIP2_S244_L003_R2_001.fastq.gz	33143	21860	25890	35558	220	0.23502807717462	0.073217368956474	0.064398059852711	0.060982056811868	0.989621	1.371993	0.990006	103.606027	1.096191	33278334	77.0411842785889	43195512
EXP997394	TERF1	PEAKS997375	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13842_TERF1_ChIP1_S207_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13842_TERF1_ChIP1_S207_L002_R2_001.fastq.gz	2824	117	548	2109	205	0.003926138515765	0.000334220210609	0.000372240793123	0.001861266192428	0.997724	1.013898	0.997839	477.95255	1.239987	41917488	80.4323065741348	52115238
EXP997395	SP100	PEAKS997376	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13897_SP100_ChIP2_S208_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13897_SP100_ChIP2_S208_L002_R2_001.fastq.gz	28178	1635	7768	69156	235	0.122560688486385	0.035061598392017	0.030629149687515	0.058821626341161	0.96523	1.101511	0.992626	228.537679	1.168085	25782926	52.3664767795046	49235556
EXP997396	SOX2	PEAKS997377	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15549_SOX2_ChIP1_S209_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15549_SOX2_ChIP1_S209_L002_R2_001.fastq.gz	71092	50565	14779	56539	265	0.193094599129254	0.112599295170422	0.023232737574271	0.109698281615499	0.989562	1.323457	0.990178	107.159993	1.281492	44211542	87.3266697171667	50627766
EXP997397	JUNB	PEAKS997378	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15551_JUNB_ChIP1_S210_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15551_JUNB_ChIP1_S210_L002_R2_001.fastq.gz	351	27	356	4729	225	0.000580343586945	4.66056382005897E-05	0.000199306705342	0.003707613722927	0.998067	1.011172	0.998358	646.517206	1.184996	31819704	82.1417353080576	38737560
EXP997398	VDR	PEAKS997379	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15553_VDR_ChIP1_S211_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15553_VDR_ChIP1_S211_L002_R2_001.fastq.gz	25445	3707	7035	282	285	0.061597672788774	0.00640270250399	0.007007824953156	0.0008896121884	0.996564	1.028949	0.996654	304.204647	1.208221	52457188	88.4397995306539	59314006
EXP997399	RORB	PEAKS997380	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15555_RORB_ChIP1_S212_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15555_RORB_ChIP1_S212_L002_R2_001.fastq.gz	66	3	77	145	240	0.000260935936094	4.22076741299278E-06	4.70644475914538E-05	0.000135006738484	0.997482	1.008916	0.997848	491.066138	1.269812	45891982	84.1922139893494	54508582
EXP997400	RARA	PEAKS997381	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15557_RARA_ChIP1_S213_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15557_RARA_ChIP1_S213_L002_R2_001.fastq.gz	4272	74	987	2922	215	0.006017975443521	0.00011076396535	0.000604341635431	0.002614413596007	0.99755	1.010556	0.997831	480.995821	1.192284	42995818	86.1144731290502	49928678
EXP997401	PAX7	PEAKS997382	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15559_PAX7_ChIP1_S214_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15559_PAX7_ChIP1_S214_L002_R2_001.fastq.gz	96540	46873	16224	48021	255	0.247289291333125	0.102441066060871	0.022986184963721	0.091479534946493	0.989088	1.320962	0.989689	102.213935	1.2817	42616490	88.699099548817	48046136
EXP997402	MAX	PEAKS997383	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15562_MAX_ChIP1_S215_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15562_MAX_ChIP1_S215_L002_R2_001.fastq.gz	33437	7857	16794	17722	215	0.10715164533896	0.012344317750327	0.025803525129468	0.020620623336596	0.996385	1.065568	0.996506	291.829914	1.111099	34574950	84.0969198762306	41113218
EXP997403	MYF6	PEAKS997384	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15564_MYF6_ChIP2_S216_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15564_MYF6_ChIP2_S216_L002_R2_001.fastq.gz	107869	58317	7681	415	335	0.396167299186878	0.164105627433895	0.014551337377608	0.002599224457265	0.976618	1.416719	0.978148	48.81665	1.420097	65048814	90.8349457470191	71612102
EXP997404	LEF1	PEAKS997385	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15566_LEF1_ChIP1_S217_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15566_LEF1_ChIP1_S217_L002_R2_001.fastq.gz	84043	30756	6800	3262	285	0.217774168093698	0.058233362346664	0.01043762963822	0.010138094838926	0.989851	1.157621	0.99044	109.476256	1.311725	66941088	88.7871433000671	75395024
EXP997405	MGA	PEAKS997386	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/14549_MGA_ChIP2_S218_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/14549_MGA_ChIP2_S218_L002_R2_001.fastq.gz	116	10	109	47	220	0.000616507091198	1.75451057957737E-05	5.73706746609211E-05	6.82984222153823E-05	0.997549	1.009435	0.997891	502.554013	1.222847	42483006	85.4641105103118	49708592
EXP997406	THAP4	PEAKS997387	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13905_THAP4_ChIP1_S219_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13905_THAP4_ChIP1_S219_L002_R2_001.fastq.gz	1396	166	713	9104	200	0.002529328917912	0.000459034312987	0.000548386856785	0.007138462926096	0.997923	1.015176	0.998135	562.960878	1.279733	35326188	78.3121882387451	45109438
EXP997407	THAP6	PEAKS997388	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13907_THAP6_ChIP1_S220_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13907_THAP6_ChIP1_S220_L002_R2_001.fastq.gz	9672	5685	7310	7392	220	0.036638018030304	0.01547853185321	0.009972107116836	0.015922558524451	0.99629	1.070682	0.996632	313.835567	1.145885	38678064	84.0209266894624	46033846
EXP997408	THAP8	PEAKS997389	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13909_THAP8_ChIP1_S221_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13909_THAP8_ChIP1_S221_L002_R2_001.fastq.gz	5482	379	2524	28465	245	0.011022807451894	0.000897842442544	0.002182453077259	0.020964625334659	0.998202	1.020844	0.998314	618.179216	1.153815	29232998	81.2789079815265	35966278
EXP997409	THAP9	PEAKS997390	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13195_eGFP_ChIP2_S222_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13195_eGFP_ChIP2_S222_L002_R2_001.fastq.gz	5	0	3	5	205	1.66818773343672E-05	0	1.63991336507338E-06	4.07150904432012E-06	0.997606	1.00674	0.997876	490.23505	1.200921	46145758	87.3334427483187	52838588
EXP997410	BRF2	PEAKS997391	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13849_BRF2_ChIP2_S223_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13849_BRF2_ChIP2_S223_L002_R2_001.fastq.gz	25	11	30	201	250	7.77359593298103E-05	2.96600063744702E-05	2.0907873345938E-05	0.000168235445993	0.997724	1.007421	0.997969	515.739695	1.218616	42103684	86.5590848516065	48641554
EXP997411	CENPA	PEAKS997392	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13851_CENPA_ChIP1_S224_L002_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13851_CENPA_ChIP1_S224_L002_R2_001.fastq.gz	20435	12	1435	116779	215	0.026326632978349	4.64285270135265E-05	0.000803839933968	0.076961916171636	0.998031	1.021997	0.998065	523.7134	1.190097	27394850	77.8296303897634	35198484
EXP997412	CENPT	PEAKS997393	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13853_CENPT_ChIP1_S356_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13853_CENPT_ChIP1_S356_L004_R2_001.fastq.gz	17	4	17	4480	195	0.000243374754728	3.42818202896386E-05	1.29974331378019E-05	0.003007815382715	0.998143	1.013571	0.998441	691.705116	1.221159	30631512	82.3806249903854	37182908
EXP997413	CGGBP1	PEAKS997394	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13855_CGGBP1_ChIP1_S245_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13855_CGGBP1_ChIP1_S245_L003_R2_001.fastq.gz	16	0	4	25020	200	0.000605943024385	0	2.69993709146576E-06	0.014646483736929	0.998193	1.01518	0.998511	724.227636	1.110529	30831486	72.9424478466525	42268236
EXP997414	CSRNP2	PEAKS997395	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13858_CSRNP2_ChIP1_S357_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13858_CSRNP2_ChIP1_S357_L004_R2_001.fastq.gz	2698	25	719	4570	225	0.003944596250875	4.55089993881641E-05	0.000404312224666	0.003418970600923	0.997702	1.009547	0.998003	526.420002	1.173249	40837290	84.8433854208781	48132556
EXP997415	DACH1	PEAKS997396	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13860_DACH1_ChIP2_S358_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13860_DACH1_ChIP2_S358_L004_R2_001.fastq.gz	7	0	1	0	205	6.75532235886428E-05	0	5.3880936062726E-07	0	0.997993	1.009382	0.998113	551.304758	1.23019	42099686	82.6527311159384	50935626
EXP997416	DR1	PEAKS997397	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13862_DR1_ChIP2_S246_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13862_DR1_ChIP2_S246_L003_R2_001.fastq.gz	2	0	4	4583	195	1.13770043437402E-06	0	2.98646364023181E-06	0.003849978269922	0.998603	1.012343	0.998698	802.549381	1.111742	26611838	61.2500433853279	43447868
EXP997417	GLMP	PEAKS997398	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13864_GLMP_ChIP1_S359_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13864_GLMP_ChIP1_S359_L004_R2_001.fastq.gz	6	0	2	195	210	0.000118075588172	0	3.4851118114482E-07	0.00014491094912	0.997805	1.007674	0.998193	584.350462	1.283623	38498960	85.6194263583656	44965216
EXP997418	GPBP1L1	PEAKS997399	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13866_GPBP1L1_ChIP1_S360_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13866_GPBP1L1_ChIP1_S360_L004_R2_001.fastq.gz	3	0	2	1173	255	1.5883356067281E-05	0	5.7237319161373E-07	0.00075009506761	0.998109	1.009289	0.998206	576.387769	1.241098	38055106	86.4289505812652	44030508
EXP997419	NKRF	PEAKS997400	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13869_NKRF_ChIP1_S361_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13869_NKRF_ChIP1_S361_L004_R2_001.fastq.gz	4	1	1	222	210	2.67365875113018E-05	2.73731729282375E-06	7.0024395862933E-07	0.000147433182562	0.997698	1.00876	0.997959	515.827692	1.164165	46953026	82.8989309110632	56638880
EXP997420	PCGF2	PEAKS997401	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13872_PCGF2_ChIP1_S362_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13872_PCGF2_ChIP1_S362_L004_R2_001.fastq.gz	7	0	3	920	200	0.00021033338156	0	9.7992257631724E-07	0.00058802354026	0.99775	1.00828	0.998139	572.61802	1.224539	39937148	84.0977771964027	47488946
EXP997421	PHF19	PEAKS997402	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13874_PHF19_ChIP2_S363_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13874_PHF19_ChIP2_S363_L004_R2_001.fastq.gz	15625	5453	8605	4457	245	0.048113615656066	0.01021063150787	0.012363888023927	0.006914575815906	0.996427	1.046369	0.996573	300.627539	1.204569	52430954	86.3062505526759	60749892
EXP997422	PREB	PEAKS997403	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13876_PREB_ChIP2_S364_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13876_PREB_ChIP2_S364_L004_R2_001.fastq.gz	7	0	0	299	210	0.000575303280148	0	0	0.000195200824599	0.997708	1.007875	0.998142	571.17416	1.234682	40729204	83.7742637470227	48617800
EXP997423	PURG	PEAKS997404	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13878_PURG_ChIP2_S365_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13878_PURG_ChIP2_S365_L004_R2_001.fastq.gz	15	3	6	2306	215	0.000102829825098	2.05189750004484E-05	3.05435124052475E-06	0.001574165639347	0.99802	1.012041	0.998213	586.14538	1.26197	36673428	78.7979500438902	46541094
EXP997424	SCMH1	PEAKS997405	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13884_SCMH1_ChIP2_S366_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13884_SCMH1_ChIP2_S366_L004_R2_001.fastq.gz	24	0	12	4	240	8.28010004550633E-05	0	1.83518370655475E-05	3.35931932725275E-06	0.997861	1.009059	0.998018	525.814543	1.175552	44296988	85.2282837996991	51974516
EXP997425	RAG1	PEAKS997406	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13879_RAG1_ChIP2_S367_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13879_RAG1_ChIP2_S367_L004_R2_001.fastq.gz	1728	72	648	2137	210	0.003460303009447	0.000209489702404	0.000469691609424	0.001867295819986	0.997489	1.01286	0.9979	509.951454	1.177366	40462566	83.0895243732365	48697554
EXP997426	CTCF	PEAKS997407	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/16501_CTCF_ChIP1_S368_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/16501_CTCF_ChIP1_S368_L004_R2_001.fastq.gz	58186	36335	19753	42017	235	0.154955291721829	0.070505324056142	0.018789761595362	0.077866124572533	0.993315	1.156179	0.99371	164.423464	1.204383	45339700	86.1556789072514	52625318
EXP997427	CONTROL	CONTROL	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13842_TERF1_INPUT1_S369_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13842_TERF1_INPUT1_S369_L004_R2_001.fastq.gz	CONTROL	CONTROL	CONTROL	CONTROL	205	CONTROL	CONTROL	CONTROL	CONTROL	0.998137	1.011745	0.99834	637.962377	1.239896	35804428	80.1993410490192	44644292
EXP997428	CONTROL	CONTROL	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13843_TTF1_INPUT1_S370_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13843_TTF1_INPUT1_S370_L004_R2_001.fastq.gz	CONTROL	CONTROL	CONTROL	CONTROL	245	CONTROL	CONTROL	CONTROL	CONTROL	0.997977	1.0095	0.998278	617.755311	1.232845	36462664	83.7729267979663	43525594
EXP997429	CONTROL	CONTROL	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13195_EGFP_INPUT2_S371_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13195_EGFP_INPUT2_S371_L004_R2_001.fastq.gz	CONTROL	CONTROL	CONTROL	CONTROL	255	CONTROL	CONTROL	CONTROL	CONTROL	0.997497	1.007204	0.997842	483.306658	1.198868	51143106	86.0240674465776	59452090
EXP997430	CONTROL	CONTROL	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13636_PRDM2_INPUT2_S372_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13636_PRDM2_INPUT2_S372_L004_R2_001.fastq.gz	CONTROL	CONTROL	CONTROL	CONTROL	200	CONTROL	CONTROL	CONTROL	CONTROL	0.998468	1.016737	0.998659	801.798278	1.189294	25811178	73.5851009201681	35076636
EXP997431	CONTROL	CONTROL	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13845_NFX1_INPUT1_S373_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13845_NFX1_INPUT1_S373_L004_R2_001.fastq.gz	CONTROL	CONTROL	CONTROL	CONTROL	240	CONTROL	CONTROL	CONTROL	CONTROL	0.997697	1.008204	0.997885	493.215677	1.239991	46172256	84.7919910026816	54453558
