ID	TF	Peaks(/mnt/space/ivanyev/egrid/dfs/ctrl-subsampled0.02/peaks-interval)	RawFiles(/mnt/space/hughes/March2022/)	macs2-paired-end-peak-count	gem-peak-count	sissrs-peak-count	cpics-peak-count	QC.estFragLen	QC.FRiP_MACS2-PE	QC.FRiP_GEM	QC.FRiP_SISSRS	QC.FRiP_CPICS	QC.NRF	QC.NSC	QC.PBC1	QC.PBC2	QC.RSC	align_count	align_percent	read_count
EXP997201	BAZ2B	PEAKS997201	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/14547_BAZ2B_ChIP2_S47_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/14547_BAZ2B_ChIP2_S47_L001_R2_001.fastq.gz	10	0	3	7	230	0.000629237812932	0	4.7513552448943E-07	5.64883345781884E-06	0.997105	1.009176	0.997576	432.247509	1.225341	51570930	83.8563051779822	61499168
EXP997202	MSANTD4	PEAKS997202	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13838_MSANTD4_ChIP2_S48_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13838_MSANTD4_ChIP2_S48_L001_R2_001.fastq.gz	22425	4915	9348	22905	225	0.044246300468895	0.007160342513523	0.008008206631109	0.022377440114785	0.997401	1.034939	0.997466	401.880015	1.130368	36204254	80.7001623933373	44862678
EXP997203	MYSM1	PEAKS997203	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13840_MYSM1_ChIP1_S230_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13840_MYSM1_ChIP1_S230_L003_R2_001.fastq.gz	225	116	159	40	195	0.002126962762162	0.000990157529215	0.000176228510015	9.58806443019401E-05	0.995218	1.010447	0.996136	275.832891	1.139661	64123960	87.2589545400757	73486968
EXP997204	TTF1	PEAKS997204	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13843_TTF1_ChIP1_S49_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13843_TTF1_ChIP1_S49_L001_R2_001.fastq.gz	25107	18207	10481	12585	265	0.076627186235575	0.047282462640638	0.012425592808588	0.037186817229026	0.99112	1.207856	0.992443	149.482967	1.476906	55373426	85.7693783819459	64560834
EXP997205	NFX1	PEAKS997205	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13845_NFX1_ChIP1_S50_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13845_NFX1_ChIP1_S50_L001_R2_001.fastq.gz	6	0	2	0	225	3.91936979397179E-05	0	1.49138881049155E-06	0	0.997801	1.008825	0.997948	506.528469	1.335473	45787484	84.6233744266863	54107372
EXP997206	SOX15	PEAKS997206	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15548_SOX15_ChIP1_S51_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15548_SOX15_ChIP1_S51_L001_R2_001.fastq.gz	34978	11727	7748	4554	265	0.059725596155307	0.01811688076843	0.006271146517634	0.008637786298238	0.995343	1.046557	0.995646	236.738844	1.231133	58658334	88.8883874736976	65990998
EXP997207	FOSL2	PEAKS997207	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15550_FOSL2_ChIP1_S52_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15550_FOSL2_ChIP1_S52_L001_R2_001.fastq.gz	82455	43890	8498	10876	280	0.194463442111057	0.083245146030852	0.009456863698908	0.026581308801959	0.989829	1.180201	0.990315	107.930115	1.294828	61942588	90.884639755471	68155178
EXP997208	LHX6	PEAKS997208	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15552_LHX6_ChIP1_S53_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15552_LHX6_ChIP1_S53_L001_R2_001.fastq.gz	50555	18587	13341	17463	270	0.107556276502706	0.038125160637492	0.012910213980649	0.030983635124118	0.993714	1.12365	0.994347	188.714816	1.288633	48437368	84.6814712747079	57199488
EXP997209	GCM1	PEAKS997209	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15554_GCM1_ChIP1_S54_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15554_GCM1_ChIP1_S54_L001_R2_001.fastq.gz	70378	51568	11134	32698	265	0.289781491628293	0.163654552924536	0.02633563522061	0.107020534616355	0.968926	1.817113	0.975321	48.714123	1.353552	50172338	86.4716965835258	58021688
EXP997210	RXRA	PEAKS997210	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15556_RXRA_ChIP1_S55_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15556_RXRA_ChIP1_S55_L001_R2_001.fastq.gz	3945	212	1405	10336	220	0.006293618724201	0.000401124021645	0.000952610998855	0.0085987936925	0.998112	1.016029	0.998237	590.840176	1.227514	32130848	81.0209183278248	39657472
EXP997211	NR1H4	PEAKS997211	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15558_NR1H4_ChIP1_S56_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15558_NR1H4_ChIP1_S56_L001_R2_001.fastq.gz	153	59	184	659	220	0.000791293577456	0.000105609654629	0.000103927376945	0.0006009469728	0.997576	1.009782	0.997974	524.190497	1.328862	39751944	84.3141198309965	47147434
EXP997212	NFKB1	PEAKS997212	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15560_NFKB1_ChIP1_S57_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15560_NFKB1_ChIP1_S57_L001_R2_001.fastq.gz	605	376	845	16526	255	0.002799628970745	0.001325012282018	0.000801332318244	0.014173823540118	0.998472	1.023676	0.998777	896.510161	1.169296	19179166	83.7290963927954	22906214
EXP997213	SRY	PEAKS997213	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15563_SRY_ChIP1_S58_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15563_SRY_ChIP1_S58_L001_R2_001.fastq.gz	14582	4065	4405	3735	230	0.021396917135878	0.004906509780545	0.002689180170665	0.005036355507753	0.996877	1.026092	0.997044	349.246958	1.166407	47764804	86.2644879874153	55370182
EXP997214	OCT4/POU5F1	PEAKS997214	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15565_POU5F1_ChIP1_S59_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15565_POU5F1_ChIP1_S59_L001_R2_001.fastq.gz	32503	7481	8535	7225	260	0.060687853900226	0.012643249664193	0.006627932735929	0.011420879784368	0.99581	1.051043	0.996251	281.151859	1.187164	49017862	87.1925709685454	56217934
EXP997215	YY1	PEAKS997215	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15567_YY1_ChIP1_S60_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15567_YY1_ChIP1_S60_L001_R2_001.fastq.gz	30975	8573	10536	3853	265	0.090619572921209	0.019905625956177	0.013792927771809	0.007737731336843	0.994058	1.083473	0.994588	195.311561	1.211014	53520632	85.8681801022095	62328830
EXP997216	THAP10	PEAKS997216	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13902_THAP10_ChIP1_S61_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13902_THAP10_ChIP1_S61_L001_R2_001.fastq.gz	7	1	9	24	230	2.51517581808428E-05	3.55976159868076E-06	4.26004256891304E-06	1.92577266813877E-05	0.997534	1.008121	0.997859	491.327916	1.310492	42830252	85.5748162250176	50050066
EXP997217	THAP5	PEAKS997217	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13906_THAP5_ChIP1_S62_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13906_THAP5_ChIP1_S62_L001_R2_001.fastq.gz	10710	334	3507	274	290	0.02484229846874	0.001396859398643	0.003378305045746	0.000624458396903	0.996984	1.020961	0.997179	367.368614	1.343963	50894622	87.4904309047893	58171644
EXP997218	THAP7	PEAKS997218	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13908_THAP7_ChIP1_S63_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13908_THAP7_ChIP1_S63_L001_R2_001.fastq.gz	703	119	423	665	255	0.001173052628014	0.00024631867577	0.000260530531602	0.000784071110079	0.997563	1.009433	0.997869	492.529849	1.224127	41066416	86.4538180323246	47500986
EXP997219	THAP9	PEAKS997219	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13910_THAP9_ChIP1_S64_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13910_THAP9_ChIP1_S64_L001_R2_001.fastq.gz	707	50	271	395	235	0.00125117372895	0.00015111779558	0.000194833131699	0.000479693886296	0.997717	1.008431	0.997977	514.853448	1.181161	41508530	84.6296750733354	49047252
EXP997220	AEBP1	PEAKS997220	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13847_AEBP1_ChIP2_S65_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13847_AEBP1_ChIP2_S65_L001_R2_001.fastq.gz	14	0	2	112	200	0.000352948045921	0	4.930425706338E-07	9.05789636907251E-05	0.998019	1.010989	0.998201	587.447677	1.184375	35583344	82.9313761441205	42906974
EXP997221	CC2D1A	PEAKS997221	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13850_CC2D1A_ChIP2_S66_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13850_CC2D1A_ChIP2_S66_L001_R2_001.fastq.gz	16	0	2	1050	230	0.000886983673843	0	5.3085548195117E-07	0.000680632564359	0.997766	1.010652	0.998268	627.095758	1.155508	32610484	80.6767843072253	40421150
EXP997222	CENPS	PEAKS997222	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13852_CENPS_ChIP1_S67_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13852_CENPS_ChIP1_S67_L001_R2_001.fastq.gz	143	102	114	201	240	0.00098127966205	0.000584026368343	7.61397339470042E-05	0.000356472390752	0.996981	1.011575	0.997491	427.380423	1.263935	43999880	82.0505411080113	53625338
EXP997223	CENPX	PEAKS997223	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13854_CENPX_ChIP1_S68_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13854_CENPX_ChIP1_S68_L001_R2_001.fastq.gz	17452	11259	13877	24278	205	0.080313381715882	0.031150429489938	0.025801717300142	0.037708787847306	0.995644	1.146315	0.995829	249.258802	1.093339	30776596	75.9487299735868	40522858
EXP997224	CSRNP1	PEAKS997224	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13857_CSRNP1_ChIP1_S69_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13857_CSRNP1_ChIP1_S69_L001_R2_001.fastq.gz	52	10	47	51	225	0.000156314167859	2.23749902303645E-05	2.54826277623596E-05	6.40950240973983E-05	0.998278	1.012544	0.998378	641.05211	1.21165	33492758	80.2156000530927	41753422
EXP997225	CSRNP3	PEAKS997225	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13859_CSRNP3_ChIP1_S70_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13859_CSRNP3_ChIP1_S70_L001_R2_001.fastq.gz	15564	31	2222	8	240	0.028244751330352	4.13216077727741E-05	0.001734293613185	2.07336386826963E-05	0.997051	1.009334	0.997243	368.326061	1.161573	54658288	90.5350117608101	60372542
EXP997226	DACH2	PEAKS997226	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13861_DACH2_ChIP1_S231_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13861_DACH2_ChIP1_S231_L003_R2_001.fastq.gz	18847	5404	7837	24432	255	0.045834015928636	0.010814414698618	0.008650434093021	0.025212934022537	0.996533	1.05484	0.997021	364.093335	1.199766	45012632	80.8900875632068	55646660
EXP997227	DRAP1	PEAKS997227	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13863_DRAP1_ChIP1_S71_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13863_DRAP1_ChIP1_S71_L001_R2_001.fastq.gz	30528	7733	9588	8895	240	0.062501373627289	0.013173002446222	0.009255472919618	0.012443675731164	0.996405	1.044026	0.996512	293.315177	1.203809	45475812	86.8030559627395	52389644
EXP997228	YY1	PEAKS997228	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15832_YY1_ChIP2_S72_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/15832_YY1_ChIP2_S72_L001_R2_001.fastq.gz	7025	2484	3822	11278	215	0.015641654558914	0.004858715585058	0.003657744302701	0.012369720072862	0.997537	1.02766	0.997879	500.128383	1.21199	33595306	78.7906654163468	42638688
EXP997229	KCNIP3	PEAKS997229	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13867_KCNIP3_ChIP1_S73_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13867_KCNIP3_ChIP1_S73_L001_R2_001.fastq.gz	8	0	5	11097	195	0.000369135676959	0	3.07225153584647E-06	0.007003337023759	0.998231	1.015013	0.998537	735.342635	1.204682	27623638	77.2148951340673	35775012
EXP997230	PA2G4	PEAKS997230	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13871_PA2G4_ChIP1_S74_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13871_PA2G4_ChIP1_S74_L001_R2_001.fastq.gz	20	0	3	31	205	0.000464285789845	0	1.77442753725905E-06	2.62751769940283E-05	0.997897	1.013183	0.998087	552.212312	1.332303	36529468	81.9763311383943	44560994
EXP997231	PCGF6	PEAKS997231	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13873_PCGF6_ChIP1_S75_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13873_PCGF6_ChIP1_S75_L001_R2_001.fastq.gz	9210	411	3482	2295	235	0.01792897541995	0.000977366359295	0.002867871181562	0.0032585815106	0.997091	1.018907	0.997461	412.94486	1.266358	45731538	84.7346154035717	53970314
EXP997232	PLSCR1	PEAKS997232	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13875_PLSCR1_ChIP1_S76_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13875_PLSCR1_ChIP1_S76_L001_R2_001.fastq.gz	10	5	19	30	240	3.83878328187044E-05	9.29790284985615E-06	9.40665025160886E-06	3.30592101328219E-05	0.997392	1.008298	0.99768	451.588327	1.248812	46091784	86.7711351450385	53118798
EXP997233	PURB	PEAKS997233	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13877_PURB_ChIP2_S77_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13877_PURB_ChIP2_S77_L001_R2_001.fastq.gz	9	4	14	1647	220	0.000139959211652	2.57841278675266E-05	9.0615145860317E-06	0.001190683016605	0.998283	1.013743	0.998372	635.97543	1.285919	30833432	82.1297947420514	37542322
EXP997234	RBCK1	PEAKS997234	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13880_RBCK1_ChIP1_S78_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13880_RBCK1_ChIP1_S78_L001_R2_001.fastq.gz	5	0	2	10	260	0.000245566324799	0	5.1277043498654E-06	7.15624673003194E-06	0.997503	1.007824	0.997778	471.506022	1.217638	44869718	85.7832169730627	52305940
EXP997235	SKIL	PEAKS997235	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13886_SKIL_ChIP2_S79_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13886_SKIL_ChIP2_S79_L001_R2_001.fastq.gz	36	3	40	36	250	8.57415070857363E-05	1.8543417464644E-05	2.00547931827654E-05	4.16790919189647E-05	0.997404	1.007254	0.997728	460.90594	1.133157	44189936	85.2425177254154	51840252
EXP997236	SKI	PEAKS997236	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13885_SKI_ChIP2_S80_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13885_SKI_ChIP2_S80_L001_R2_001.fastq.gz	13	3	12	1748	245	7.49883051992742E-05	6.91439916217237E-06	6.17357068051104E-06	0.001199154368982	0.99795	1.011084	0.998255	609.270959	1.242988	32721572	77.6117617346097	42160584
EXP997237	CONTROL	CONTROL	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13195_EGFP_INPUT1_S338_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13195_EGFP_INPUT1_S338_L004_R2_001.fastq.gz	CONTROL	CONTROL	CONTROL	CONTROL	230	CONTROL	CONTROL	CONTROL	CONTROL	0.997702	1.007276	0.997959	511.148186	1.205683	46345814	87.4892346430066	52973162
EXP997238	CONTROL	CONTROL	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13636_PRDM2_INPUT1_S339_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13636_PRDM2_INPUT1_S339_L004_R2_001.fastq.gz	CONTROL	CONTROL	CONTROL	CONTROL	215	CONTROL	CONTROL	CONTROL	CONTROL	0.997599	1.008833	0.99801	534.29221	1.220461	44325140	85.2269060906098	52008388
EXP997239	CONTROL	CONTROL	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13661_ZNF131_INPUT2_S340_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13661_ZNF131_INPUT2_S340_L004_R2_001.fastq.gz	CONTROL	CONTROL	CONTROL	CONTROL	220	CONTROL	CONTROL	CONTROL	CONTROL	0.997434	1.007769	0.997669	446.17421	1.255214	54619654	86.6800486782494	63012948
EXP997240	CONTROL	CONTROL	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13707_ZNF518B_INPUT1_S341_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13707_ZNF518B_INPUT1_S341_L004_R2_001.fastq.gz	CONTROL	CONTROL	CONTROL	CONTROL	195	CONTROL	CONTROL	CONTROL	CONTROL	0.99753	1.00832	0.997919	505.413864	1.202853	47255758	85.9411984311977	54986152
EXP997241	CONTROL	CONTROL	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13712_ZNF568_INPUT2_S342_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13712_ZNF568_INPUT2_S342_L004_R2_001.fastq.gz	CONTROL	CONTROL	CONTROL	CONTROL	200	CONTROL	CONTROL	CONTROL	CONTROL	0.997794	1.007639	0.998053	538.355582	1.341932	43857358	86.1104270772938	50931530
EXP997242	CONTROL	CONTROL	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13726_ZNF630_INPUT1_S343_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13726_ZNF630_INPUT1_S343_L004_R2_001.fastq.gz	CONTROL	CONTROL	CONTROL	CONTROL	220	CONTROL	CONTROL	CONTROL	CONTROL	0.997995	1.00831	0.998185	577.307472	1.240685	40950408	85.2401145349287	48041240
EXP997243	CONTROL	CONTROL	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13733_ZNF665_INPUT2_S344_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13733_ZNF665_INPUT2_S344_L004_R2_001.fastq.gz	CONTROL	CONTROL	CONTROL	CONTROL	215	CONTROL	CONTROL	CONTROL	CONTROL	0.997833	1.010673	0.998167	581.470257	1.292556	39576550	85.7478468546018	46154570
EXP997244	CONTROL	CONTROL	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13737_ZNF678_INPUT1_S232_L003_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13737_ZNF678_INPUT1_S232_L003_R2_001.fastq.gz	CONTROL	CONTROL	CONTROL	CONTROL	185	CONTROL	CONTROL	CONTROL	CONTROL	0.997522	1.006493	0.997791	467.491883	1.097328	54427406	83.8538321841385	64907476
EXP997245	CONTROL	CONTROL	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13739_ZNF687_INPUT1_S345_L004_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13739_ZNF687_INPUT1_S345_L004_R2_001.fastq.gz	CONTROL	CONTROL	CONTROL	CONTROL	235	CONTROL	CONTROL	CONTROL	CONTROL	0.997684	1.008159	0.998007	531.625687	1.20885	43040704	86.341686741516	49849274
EXP997246	CHCHD3	PEAKS997237	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13856_CHCHD3_ChIP1_S81_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13856_CHCHD3_ChIP1_S81_L001_R2_001.fastq.gz	4	0	1	2	265	1.9624991098245E-05	0	2.3502983351191E-07	1.58645137620543E-06	0.997598	1.006914	0.997837	481.224161	1.214153	47500406	83.8616649572569	56641382
EXP997247	PRR12	PEAKS997238	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/14542_PRR12_ChIP1_S82_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/14542_PRR12_ChIP1_S82_L001_R2_001.fastq.gz	7437	499	2845	4128	240	0.012019540309937	0.000837937532537	0.001901659115062	0.004801966406841	0.997346	1.01559	0.997698	452.885741	1.176851	41110958	85.1890506335672	48258500
EXP997248	NCOA3	PEAKS997239	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13608_NCOA3_ChIP1_S83_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13608_NCOA3_ChIP1_S83_L001_R2_001.fastq.gz	21910	5503	5609	477	330	0.051851621294124	0.014714324118152	0.006205039111927	0.001185488871928	0.995536	1.050249	0.995977	259.693158	1.29891	59291192	89.7673079517853	66049872
EXP997249	CREB3L3	PEAKS997240	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13613_CREB3L3_ChIP1_S84_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13613_CREB3L3_ChIP1_S84_L001_R2_001.fastq.gz	2204	257	988	148	260	0.003927949340111	0.000560129596336	0.000598925527689	0.000375966291841	0.996724	1.008327	0.99706	349.539638	1.260926	62631616	89.3813245145655	70072374
EXP997250	FAM170A	PEAKS997241	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13626_FAM170A_ChIP2_S85_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13626_FAM170A_ChIP2_S85_L001_R2_001.fastq.gz	3	0	9	3	270	1.79190246230934E-05	0	2.5675020355477E-06	3.7442738018404E-06	0.997464	1.006748	0.997756	463.30136	1.14103	47727300	86.7908240270231	54991182
EXP997251	JAZF1	PEAKS997242	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13628_JAZF1_ChIP2_S86_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13628_JAZF1_ChIP2_S86_L001_R2_001.fastq.gz	205	12	131	102	245	0.000290731306127	2.09261146303132E-05	6.37592555142356E-05	0.000123049913633	0.997345	1.008121	0.997678	450.670543	1.175879	47149992	86.079586625125	54774882
EXP997252	L3MBTL4	PEAKS997243	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13631_L3MBTL4_ChIP2_S87_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13631_L3MBTL4_ChIP2_S87_L001_R2_001.fastq.gz	35634	123	7147	214	255	0.076919630796336	0.000235020806735	0.008194679515271	0.000426333309269	0.996676	1.02446	0.996719	307.927902	1.221558	46900172	88.6881967032695	52882090
EXP997253	PRDM2	PEAKS997244	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13636_PRDM2_ChIP1_S88_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13636_PRDM2_ChIP1_S88_L001_R2_001.fastq.gz	7784	13	1309	114	240	0.0126789608206	1.26796853740502E-05	0.000954392155032	0.000132645035158	0.997173	1.011653	0.997453	407.461811	1.176144	50334032	86.4006606915317	58256536
EXP997254	ZFP91	PEAKS997245	LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13654_ZFP91_ChIP1_S89_L001_R1_001.fastq.gz;LM6H1YX/RAZ19458.20220317/220309_A00987_0384_AHCVLNDSX3/13654_ZFP91_ChIP1_S89_L001_R2_001.fastq.gz	14	0	0	8891	200	0.00051806564848	0	0	0.00567531641252	0.998273	1.0134	0.998573	755.75961	1.221621	28956434	77.3999864212585	37411420
